universe_id,E,I,lock_epoch,ell,axis_lon,axis_lat,peak_value,category,alignment_angle_deg,p_value,aoe_flag
147,0.72,0.10123085630884886,134,2,63.984374999999986,19.788049410669572,-27.666670211424382,lock_in,112.85444451086866,0.0,False
147,0.72,0.10123085630884886,134,3,195.46875,28.291548862929403,22.220911267875916,lock_in,112.85444451086866,0.0,False
173,0.766,0.2806099821959671,138,2,304.45312499999994,37.54432510382694,38.54893210990883,lock_in,122.82224519534674,1.0,False
173,0.766,0.2806099821959671,138,3,129.02343749999997,19.47122063449069,-25.121844084119594,lock_in,122.82224519534674,1.0,False
174,0.7265421251598223,0.20542089546051748,148,2,302.6953125,25.944479772370002,-28.866288958441537,lock_in,82.30046058047894,1.0,False
174,0.7265421251598223,0.20542089546051748,148,3,219.375,3.882372003029573,-28.889126029308244,lock_in,82.30046058047894,1.0,False
127,0.766,0.33259892171987304,-1,2,333.2608695652174,64.57355318327413,23.3730722704475,stable,83.83401623480152,1.0,False
127,0.766,0.33259892171987304,-1,3,79.8046875,14.477512185929925,15.524565327210428,stable,83.83401623480152,1.0,False
20,0.7435337362324558,0.17602815554998286,-1,2,209.53124999999997,35.31877290301153,-24.517857506338245,stable,72.00207134821302,0.0,False
20,0.7435337362324558,0.17602815554998286,-1,3,287.9296875,15.094787099543197,-22.79139803158954,stable,72.00207134821302,0.0,False
164,0.755091557876947,0.3161580555843919,-1,2,200.0390625,25.282603043311994,-23.6951473204906,stable,78.02498809160174,0.0,False
164,0.755091557876947,0.3161580555843919,-1,3,315.625,63.44828368030106,15.876514998574699,stable,78.02498809160174,0.0,False
0,0.766,0.17392440984744442,-1,2,341.0240963855422,-59.29895234914483,-27.251713482115953,unstable,85.41993465818244,1.0,False
0,0.766,0.17392440984744442,-1,3,352.265625,25.613083216401805,-28.003126324653763,unstable,85.41993465818244,1.0,False
4,0.7387101581240061,0.2519629302426117,-1,2,134.296875,28.291548862929403,20.890192765660565,unstable,107.32765305544542,1.0,False
4,0.7387101581240061,0.2519629302426117,-1,3,346.2890625,37.921650784291785,-29.377690855436814,unstable,107.32765305544542,1.0,False
5,0.739408930673698,0.2837972110392606,-1,2,194.4140625,28.630989836924343,42.810372348245444,unstable,91.89937600396293,1.0,False
5,0.739408930673698,0.2837972110392606,-1,3,78.04687499999999,36.05358859962301,-23.429475303738606,unstable,91.89937600396293,1.0,False
1,0.766,0.14102274404009613,385,2,222.1875,60.43443884495228,-37.91517573577059,lock_in,114.1809549080228,1.0,False
1,0.766,0.14102274404009613,385,3,43.2421875,5.379378991112077,28.88761266987481,lock_in,114.1809549080228,1.0,False
2,0.766,0.24681917249083224,388,2,318.33333333333337,80.11972495915612,-32.484062305397984,lock_in,79.40925132791845,0.0,False
2,0.766,0.24681917249083224,388,3,348.74999999999994,2.0893716714986255,-23.86442105356024,lock_in,79.40925132791845,0.0,False
7,0.766,0.3176992169957698,275,2,148.7109375,13.861949672048638,23.483466153330063,lock_in,18.479055705579587,0.0,True
7,0.766,0.3176992169957698,275,3,130.078125,18.524391073865786,20.71623378468388,lock_in,18.479055705579587,0.0,True
136,0.766,0.2106136941284964,366,2,74.73214285714285,69.4225464945822,16.50291962282824,lock_in,61.51914797150922,0.0,False
136,0.766,0.2106136941284964,366,3,67.5,8.084013907099305,40.65813755721078,lock_in,61.51914797150922,0.0,False
149,0.7615959659000973,0.23784112179128278,391,2,247.49999999999997,21.702769403954846,-36.88587012073546,lock_in,75.77146666313193,1.0,False
149,0.7615959659000973,0.23784112179128278,391,3,330.46875,22.346587898361136,-19.344986657381085,lock_in,75.77146666313193,1.0,False
22,0.7540650022148326,0.19453055811529846,395,2,331.4516129032258,55.49084192446861,-40.13977487992398,lock_in,25.966093660437576,0.0,False
22,0.7540650022148326,0.19453055811529846,395,3,17.16494845360825,53.95678248481786,31.57348658607423,lock_in,25.966093660437576,0.0,False
23,0.759091225030204,0.2705257885801075,239,2,98.4375,14.169522214770055,26.224747351445792,lock_in,30.172046631847078,0.0,False
23,0.759091225030204,0.2705257885801075,239,3,82.6171875,41.01449966573051,29.590501934788858,lock_in,30.172046631847078,0.0,False
151,0.766,0.21359890588761513,248,2,201.44531249999997,12.635625093021119,-26.275013205427708,lock_in,77.89975889524824,1.0,False
151,0.766,0.21359890588761513,248,3,112.84615384615384,66.07006450641592,17.14110869111316,lock_in,77.89975889524824,1.0,False
158,0.7346380988927412,0.3590640504264843,341,2,309.0234375,27.95318688338113,27.03701856904783,lock_in,65.87878399082388,1.0,False
158,0.7346380988927412,0.3590640504264843,341,3,60.57692307692307,80.48652047286616,-26.07321601077311,lock_in,65.87878399082388,1.0,False
31,0.766,0.25884699931665894,342,2,30.44117647058824,-52.02972741646417,-30.924576946161622,lock_in,130.6981305396265,1.0,False
31,0.766,0.25884699931665894,342,3,232.73437499999994,6.279288322550272,39.04436512550792,lock_in,130.6981305396265,1.0,False
39,0.766,0.28577487871017904,291,2,28.990384615384617,51.25580694880489,35.38539422923206,lock_in,47.39165081264482,0.0,False
39,0.766,0.28577487871017904,291,3,27.421875,3.882372003029573,27.79226376911787,lock_in,47.39165081264482,0.0,False
41,0.766,0.20963300643625463,169,2,328.359375,5.079715792733481,25.039452546702694,lock_in,78.8368866441215,0.0,False
41,0.766,0.20963300643625463,169,3,248.90625000000003,8.687297481032445,-25.71217620542439,lock_in,78.8368866441215,0.0,False
42,0.766,0.17779340122748186,401,2,35.5078125,27.27961273597809,-39.52331982707567,lock_in,138.78458913909904,1.0,False
42,0.766,0.17779340122748186,401,3,241.5234375,5.379378991112077,26.64679277034263,lock_in,138.78458913909904,1.0,False
43,0.72,0.3731188334944488,159,2,155.22471910112358,-57.01854862136608,-24.846539822096833,lock_in,104.17101334748904,1.0,False
43,0.72,0.3731188334944488,159,3,59.0625,12.941631985423356,13.19330010782907,lock_in,104.17101334748904,1.0,False
44,0.766,0.14653298899511819,252,2,62.9296875,7.782714385390946,-27.734008147387172,lock_in,72.60785700790595,0.0,False
44,0.766,0.14653298899511819,252,3,34.5,79.01871394891049,-13.052323752466027,lock_in,72.60785700790595,0.0,False
45,0.7361569725889195,0.11974976849906341,431,2,227.4609375,27.95318688338113,24.992297344940827,lock_in,134.3959226000239,1.0,False
45,0.7361569725889195,0.11974976849906341,431,3,43.0,-73.49627530761094,-20.64945893402822,lock_in,134.3959226000239,1.0,False
51,0.766,0.2014820943119272,390,2,342.421875,12.941631985423356,16.977499951119277,lock_in,87.18987756879454,0.0,False
51,0.766,0.2014820943119272,390,3,79.8046875,40.228184728061095,15.169337428083871,lock_in,87.18987756879454,0.0,False
57,0.766,0.19004851542358797,250,2,214.453125,39.838439976999084,37.893582273103846,lock_in,57.93677369728758,1.0,False
57,0.766,0.19004851542358797,250,3,299.85981308411215,50.091456801832585,36.00407458430222,lock_in,57.93677369728758,1.0,False
58,0.7358024960684133,0.3083454837252416,424,2,120.58593750000001,36.42357364233115,39.915376841169405,lock_in,125.03032962619258,1.0,False
58,0.7358024960684133,0.3083454837252416,424,3,337.14843749999994,6.579592944977634,-19.282276497341307,lock_in,125.03032962619258,1.0,False
59,0.766,0.27156724472537447,478,2,43.59375,54.340912303861245,22.031109680397833,lock_in,74.85393805665407,1.0,False
59,0.766,0.27156724472537447,478,3,324.140625,11.11088180000327,28.62608328028917,lock_in,74.85393805665407,1.0,False
69,0.766,0.22831988858212537,435,2,200.390625,32.44286613851178,-36.216995782322776,lock_in,86.04456377475249,0.0,False
69,0.766,0.22831988858212537,435,3,306.21093749999994,30.000000000000007,-29.221891166808952,lock_in,86.04456377475249,0.0,False
79,0.766,0.1495285953772138,380,2,323.0859375,23.96948231775967,-8.785620644076872,lock_in,119.96865102626055,1.0,False
79,0.766,0.1495285953772138,380,3,142.03125,36.05358859962301,-19.01143470152884,lock_in,119.96865102626055,1.0,False
82,0.766,0.17102424789229004,313,2,195.82031249999997,24.62431835216408,23.062730115528794,lock_in,22.603030801701642,0.0,False
82,0.766,0.17102424789229004,313,3,173.3203125,36.42357364233115,-15.82735716441161,lock_in,22.603030801701642,0.0,False
88,0.72,0.22063048336824825,444,2,296.015625,39.065494664452594,36.96534675557688,lock_in,15.371843362898893,0.0,True
88,0.72,0.22063048336824825,444,3,287.9296875,25.282603043311994,35.29004397961691,lock_in,15.371843362898893,0.0,True
94,0.72,0.20019555668758046,459,2,100.1953125,20.105509787916006,37.8444900166551,lock_in,106.34330050406696,1.0,False
94,0.72,0.20019555668758046,459,3,215.859375,17.896089316234637,-25.87377359984416,lock_in,106.34330050406696,1.0,False
113,0.7537171269873237,0.2137823026084448,409,2,274.21875,3.2843691083657944,-23.56162665034093,lock_in,62.994335718195615,1.0,False
113,0.7537171269873237,0.2137823026084448,409,3,336.4453125,21.381942579838892,29.604330065320767,lock_in,62.994335718195615,1.0,False
120,0.766,0.1347361611725002,379,2,151.5234375,7.782714385390946,27.851702215744535,lock_in,99.00987648289029,1.0,False
120,0.766,0.1347361611725002,379,3,299.1666666666667,70.16502666715499,18.99589916933605,lock_in,99.00987648289029,1.0,False
123,0.766,0.22686486973862463,286,2,208.828125,24.296477994805656,21.036124469752302,lock_in,81.51435567435355,1.0,False
123,0.766,0.22686486973862463,286,3,125.859375,5.079715792733481,-40.41775644128188,lock_in,81.51435567435355,1.0,False
126,0.766,0.16540937662802951,332,2,60.46875,6.279288322550272,18.314824092282446,lock_in,143.59051116028687,0.0,False
126,0.766,0.16540937662802951,332,3,206.015625,5.679189845582371,-25.58699339050416,lock_in,143.59051116028687,0.0,False
