total_universes,stability_efficiency,lockin_efficiency,combined_efficiency,E_parameter_utilization,I_parameter_utilization,average_stability_time,average_lockin_time
175,0.6285714285714286,0.18285714285714286,0.4057142857142857,0.060052219321148875,0.8412595726643195,199.4909090909091,327.25
