feature,importance_classification,importance_regression
E,0.07315490802444871,0.3831369523386733
abs_E_minus_I,0.14901447083571437,0.17298147301984934
I,0.17381070403369817,0.10080337777142605
E_plus_I,0.14385052491588982,0.09275405779345293
X,0.1497873044524489,0.0918044258957663
logX,0.15946033219492506,0.09175355065706432
E_times_I,0.150921755542875,0.06676616252376777
