parameter,sensitivity,stable_mean,unstable_mean,parameter_range
E,0.10078848117097879,0.7501791431157864,0.7455428729819213,0.04600000000000004
I,0.012975079642491501,0.22890856491245318,0.22382755100204774,0.391597897693503
X,0.027178486088280697,19.123937030739878,18.939753377675284,6.776817975303381
