total_universes,stable_universes,unstable_universes,lockin_universes,E_mean,E_std,E_min,E_max,E_median,I_mean,I_std,I_min,I_max,I_median,X_mean,X_std,X_min,X_max,X_median,stability_rate,lockin_rate,E_I_correlation,E_stability_correlation,I_stability_correlation,X_stability_correlation
175,110,65,32,0.748457099923208,0.018675106408611645,0.72,0.766,0.7547472339509985,0.2270213311743026,0.06626509948867355,0.07389207759829547,0.4654899752917985,0.2163826818317452,19.0555259596016,1.1639982064604657,16.074068157620708,22.85088613292409,18.897394488303444,0.6285714285714286,0.18285714285714286,-0.23267705496028998,0.12029983168516356,0.03715565331243877,0.07667576959954593
