universe_id,seed,E,I,X,stable,lockin,stable_epoch,lock_epoch,angle_deg,aoe_align_score,aoe_flag,ft_acc_delta,ft_auc_delta,ft_r2_delta,abs_E_minus_I,logE,logX,E_rank,X_rank,dist_to_goldilocks
36,1576670708,37.48539423139338,0.0,37.48539423139338,1,1,82,447,,,0,0.0,0.0,0.0,37.48539423139338,3.6239513699437227,3.6239513699437227,0.9223,0.9223,
37,2698698694,3.431617266528099,0.0,3.431617266528099,0,0,-1,-1,,,0,0.0,0.0,0.0,3.431617266528099,1.2330316563303985,1.2330316563303985,0.0567,0.0567,
38,2867092051,33.239080452169496,0.0,33.239080452169496,1,1,123,485,,,0,0.0,0.0,0.0,33.239080452169496,3.5037263057108072,3.5037263057108072,0.8973,0.8973,
39,558143816,29.14951121323789,0.0,29.14951121323789,1,1,539,627,,,0,0.0,0.0,0.0,29.14951121323789,3.3724381446709732,3.3724381446709732,0.8665,0.8665,
40,1217772180,18.095996730748475,0.0,18.095996730748475,1,1,369,959,,,0,0.0,0.0,0.0,18.095996730748475,2.895690738712247,2.895690738712247,0.6936,0.6936,
41,3289707583,7.179296666987273,0.0,7.179296666987273,0,0,-1,-1,,,0,0.0,0.0,0.0,7.179296666987273,1.9712014210180355,1.9712014210180355,0.2551,0.2551,
42,994049016,9.026041592098961,0.0,9.026041592098961,1,0,393,-1,,,0,0.0,0.0,0.0,9.026041592098961,2.2001139094265394,2.2001139094265394,0.3493,0.3493,
43,2655689992,5.072887595156731,0.0,5.072887595156731,1,1,355,501,,,0,0.0,0.0,0.0,5.072887595156731,1.623910200869672,1.623910200869672,0.1372,0.1372,
44,1290625819,3.6643400515659565,0.0,3.6643400515659565,0,0,-1,-1,,,0,0.0,0.0,0.0,3.6643400515659565,1.2986482513391868,1.2986482513391868,0.0671,0.0671,
45,1865388905,52.890371444543334,0.0,52.890371444543334,1,1,91,741,,,0,0.0,0.0,0.0,52.890371444543334,3.968221308016819,3.968221308016819,0.9673,0.9673,
46,2580971133,27.367339344923227,0.0,27.367339344923227,1,0,172,-1,,,0,0.0,0.0,0.0,27.367339344923227,3.30935030769248,3.30935030769248,0.8477,0.8477,
47,1551757735,9.440870675856786,0.0,9.440870675856786,1,0,897,-1,,,0,0.0,0.0,0.0,9.440870675856786,2.2450482085162973,2.2450482085162973,0.3707,0.3707,
48,1964102240,38.708571892889594,0.0,38.708571892889594,1,0,527,-1,,,0,0.0,0.0,0.0,38.708571892889594,3.6560610714494572,3.6560610714494572,0.9297,0.9297,
49,2735735805,8.2663543703118,0.0,8.2663543703118,0,0,-1,-1,,,0,0.0,0.0,0.0,8.2663543703118,2.1121935860044863,2.1121935860044863,0.3107,0.3107,
50,2929234524,3.774821379598584,0.0,3.774821379598584,1,0,808,-1,,,0,0.0,0.0,0.0,3.774821379598584,1.3283530649191575,1.3283530649191575,0.0732,0.0732,
51,664197862,25.629399199068757,0.0,25.629399199068757,1,0,453,-1,,,0,0.0,0.0,0.0,25.629399199068757,3.2437400987851825,3.2437400987851825,0.8268,0.8268,
52,2984876127,10.113650774822979,0.0,10.113650774822979,1,1,447,867,,,0,0.0,0.0,0.0,10.113650774822979,2.31388607317338,2.31388607317338,0.4057,0.4057,
53,590855242,7.777099006289012,0.0,7.777099006289012,1,0,899,-1,,,0,0.0,0.0,0.0,7.777099006289012,2.051183390284982,2.051183390284982,0.2872,0.2872,
54,2636628914,11.583468719686975,0.0,11.583468719686975,1,0,903,-1,,,0,0.0,0.0,0.0,11.583468719686975,2.4495789713050033,2.4495789713050033,0.4718,0.4718,
55,4098827500,6.258931180594268,0.0,6.258931180594268,1,0,670,-1,,,0,0.0,0.0,0.0,6.258931180594268,1.8340094326105498,1.8340094326105498,0.2037,0.2037,
56,1264470035,9.989377499650416,0.0,9.989377499650416,0,0,-1,-1,,,0,0.0,0.0,0.0,9.989377499650416,2.3015222783717615,2.3015222783717615,0.3997,0.3997,
57,1870003506,8.430595969195027,0.0,8.430595969195027,0,0,-1,-1,,,0,0.0,0.0,0.0,8.430595969195027,2.1318674657421903,2.1318674657421903,0.3182,0.3182,
58,2933179218,3.3806779943598633,0.0,3.3806779943598633,0,0,-1,-1,,,0,0.0,0.0,0.0,3.3806779943598633,1.2180762794270266,1.2180762794270266,0.0538,0.0538,
59,1725215827,6.259074768256686,0.0,6.259074768256686,0,0,-1,-1,,,0,0.0,0.0,0.0,6.259074768256686,1.8340323735906088,1.8340323735906088,0.2038,0.2038,
60,1057551971,13.59602410616525,0.0,13.59602410616525,1,0,953,-1,,,0,0.0,0.0,0.0,13.59602410616525,2.6097774048660027,2.6097774048660027,0.5572,0.5572,
61,1710592780,11.049126850549793,0.0,11.049126850549793,0,0,-1,-1,,,0,0.0,0.0,0.0,11.049126850549793,2.4023514067919693,2.4023514067919693,0.4473,0.4473,
62,653797615,9.750750558609473,0.0,9.750750558609473,0,0,-1,-1,,,0,0.0,0.0,0.0,9.750750558609473,2.277344262417224,2.277344262417224,0.3877,0.3877,
63,4133849295,21.566782047987875,0.0,21.566782047987875,1,0,387,-1,,,0,0.0,0.0,0.0,21.566782047987875,3.071154262808462,3.071154262808462,0.7654,0.7654,
64,862274423,41.52168074523738,0.0,41.52168074523738,1,1,58,546,,,0,0.0,0.0,0.0,41.52168074523738,3.726215718414972,3.726215718414972,0.9406,0.9406,
65,3037628487,3.929022060730302,0.0,3.929022060730302,0,0,-1,-1,,,0,0.0,0.0,0.0,3.929022060730302,1.3683905554069078,1.3683905554069078,0.0805,0.0805,
66,1890739409,14.218881382474576,0.0,14.218881382474576,0,0,-1,-1,,,0,0.0,0.0,0.0,14.218881382474576,2.6545707561947287,2.6545707561947287,0.5809,0.5809,
