q_lo,q_hi,gap_lo,gap_hi,n,k,p,ci_lo,ci_hi
0.0,0.1,0.29441061286968917,4.335952229483171,1000,47,0.047,0.03552692265984565,0.06194024745942417
0.1,0.2,4.335952229483171,6.188857854170167,1000,132,0.132,0.11242130181016353,0.15439529554941994
0.2,0.30000000000000004,6.188857854170167,8.057436669822135,1000,150,0.15,0.1292097149821607,0.1734691140283127
0.30000000000000004,0.4,8.057436669822135,10.004173299675639,1000,165,0.165,0.14328430451009733,0.1892797175427844
0.4,0.5,10.004173299675639,12.188562569447223,1000,210,0.21,0.18588849743514332,0.23633110374496322
0.5,0.6000000000000001,12.188562569447223,14.774020270211697,1000,221,0.221,0.1963777255878074,0.24775768382339855
0.6000000000000001,0.7000000000000001,14.774020270211697,18.349073987939114,1000,299,0.299,0.27143714358426096,0.3281012696474681
0.7000000000000001,0.8,18.349073987939114,23.619722120900864,1000,390,0.39,0.36024486930243227,0.42059704838657375
0.8,0.9,23.619722120900864,33.50692168241523,1000,503,0.503,0.4720581081153037,0.533918930493178
0.9,1.0,33.50692168241523,206.2927483942737,1000,608,0.608,0.577383077246373,0.6377903126589666
