total_universes,stability_efficiency,lockin_efficiency,combined_efficiency,E_parameter_utilization,I_parameter_utilization,average_stability_time,average_lockin_time
175,0.92,0.6914285714285714,0.8057142857142857,0.060052219321148875,0.7275145479553888,169.1801242236025,300.26446280991735
