epoch,A,I_track
0,21.50744654843837,0.014999497564793424
1,22.406200714137555,0.007726961925191516
2,22.690377880786613,-0.015310373317242791
3,22.59926269833369,-0.08589352168158128
4,23.968677636341468,-0.09229284898313886
5,24.403712062898858,-0.07187862331357085
6,26.05895870376028,-0.10539011195372497
7,26.548819514676772,-0.11348449125813856
8,28.13382773351863,-0.0027214777607481866
9,29.00907082443097,0.02313009926822246
10,28.674078884281222,-0.023017929784318818
11,30.555925361212893,0.01965551371553738
12,32.92310046838465,-0.025092899578462724
13,33.083987642319165,0.0030161257991561385
14,34.63525314513325,0.03966302704127637
15,34.10746684606702,-0.014045125026571778
16,33.51023455440188,-0.07312409233679565
17,33.24773421505877,-0.1075406345131872
18,33.21034767181153,-0.10238391284889585
19,34.19983286990195,-0.1070345264395207
20,34.40284499066812,-0.13168749433334576
21,35.639856583909,-0.058658414638673134
22,35.81438359969401,-0.06848358159696905
23,35.889323240541586,-0.06705183298685574
24,35.623743318720855,-0.03914963531133697
25,36.85733205642779,-0.034952202076163896
26,37.12360974680505,-0.05023465464036796
27,37.7760871812844,-0.0780718772803378
28,37.146432459038174,-0.15274915744510326
29,37.14642581975874,-0.17352172775256008
30,38.32464516784779,-0.10061606189143031
31,38.95864957048063,-0.05936258369852322
32,39.67505279843243,0.005762527928821204
33,40.74283625198956,-0.010591403865078244
34,41.541835028026576,-0.01596298741604288
35,41.96480856476469,0.018034697351289007
36,42.58211508899102,0.03905801515482045
37,43.29865014562475,0.0382243956088282
38,43.500324598644546,0.026864214122550942
39,43.53713621764561,-0.04340054003507758
40,43.86928562940086,-0.020570659220613692
41,43.85039035189815,-0.05918582701966856
42,43.82321279339173,-0.025411270867127633
43,44.60325834656394,-0.01895290965966179
44,44.09806746084838,0.012190217248043443
45,43.81482068327708,0.06545959607995919
46,43.67702919480461,0.03673852664691732
47,44.95741709134602,0.006434543189760281
48,46.58719545848327,0.0457386880140543
49,47.62716534957703,0.029286195690561817
50,48.742813863618075,0.02410237256510775
51,49.63810502107588,0.057414037992162104
52,51.11743971077806,0.03105706650467665
53,53.72316303934853,0.07469464944618373
54,52.673453533080234,0.08275746884382164
55,52.7990776463517,0.09517949533300475
56,54.87207495000549,0.06215226948075986
57,56.872342146971356,0.03858240773980828
58,58.076092443754376,0.020230096424260945
59,57.14743017218272,0.07304106181101533
60,56.100445697383826,0.05152236545929223
61,56.30509249232841,0.009477893699277623
62,55.9092265251405,-0.03936624124540643
63,57.53408325242925,-0.07674339242896003
64,58.46613477356617,-0.04478063647341732
65,56.5308512428457,-0.023651973191099705
66,55.01193361558515,-0.016029006700793585
67,54.75720139945584,-0.09188316398428496
68,56.56450975163242,-0.15627228218852757
69,56.62790693491121,-0.1741552630305695
70,58.48285643429619,-0.08502311124983326
71,59.24420361239418,0.00881435104403655
72,58.27751946022066,0.03647213061974475
73,58.103713765939005,0.0026879170456775778
74,59.1167431327965,-0.059646988536961945
75,60.12654239002445,-0.06706491681735927
76,60.80650842975277,-0.07616253338687863
77,60.10244984872157,-0.011545914712810898
78,59.446861724190875,-0.04788083405047629
79,62.39398801294585,-0.023720567551870766
80,63.01446295138742,-0.04183943535265028
81,63.69815864344675,-0.020868462744335917
82,63.69404283118992,0.00535827397956877
83,64.48538476334406,0.057175824861618756
84,65.63841751665717,0.0737101678694302
85,65.1372642204683,0.1201065340024616
86,65.89278140902196,0.09900890951013808
87,67.4401393946993,0.13017884673810343
88,68.26566068756414,0.18019348596097207
89,68.66969087049088,0.12136391759447362
90,69.4944940316811,0.18085446175358869
91,70.01584417276025,0.10667231919893141
92,70.06079963497429,0.12827232530996768
93,70.01489583963462,0.20869383801712058
94,69.38331474278621,0.18170485163013578
95,70.1823910678094,0.1486292611510886
96,72.50905047132643,0.11750990807087558
97,72.27284488614293,0.13419762414440456
98,73.14337016391451,0.14630124948364373
99,74.14636616130545,0.23336181523722632
100,73.90989452870913,0.25984518513530325
101,72.91406299688659,0.2570916051598031
102,73.3307262031949,0.25964824269911185
103,72.84838718491103,0.23804987603327357
104,71.04803087585535,0.22181321824345107
105,72.16394914135846,0.18878653645469867
106,72.95917691550333,0.21727558609541722
107,73.87348177279276,0.16277797236453345
108,73.4769471377639,0.16545529047347857
109,74.46510803428112,0.15035053130221543
110,74.56407845711514,0.15292962198896373
111,73.51912496831723,0.121253439849605
112,74.51083598734886,0.13675701944474455
113,76.81407038215114,0.20815344722095183
114,78.76245817503126,0.18693720423136406
115,80.25340873316158,0.15554663175280414
116,80.03334606529725,0.1355213205983576
117,79.23796923276197,0.2410930399006357
118,79.93557425371776,0.25136836492833525
119,80.38897300304873,0.28229968649087794
120,82.26167085987595,0.2710680623640323
121,81.94710489852531,0.26546431110810514
122,81.44139003462936,0.24894469235911587
123,83.53939322329693,0.2850147151571671
124,83.52524871109986,0.32998756584626154
125,84.11611827684645,0.32880195333876505
126,83.48935434282006,0.31884893409150833
127,83.20894015840138,0.30377553178567374
128,84.19092198777591,0.29347617714536856
129,85.25825700767162,0.2924667566264801
130,86.72896070156851,0.22328802978066237
131,87.30039152116129,0.24145619069805357
132,86.48463782987054,0.20889647796028155
133,87.4843960851674,0.2114790525719069
134,86.73844380988372,0.241557281190602
135,86.7988342850804,0.24443372292650403
136,87.51829288120808,0.19911447958707393
137,86.2480596444451,0.1716398121861029
138,86.24935958454546,0.21680379892159093
139,86.74024047520841,0.198927862058904
140,86.57582187411447,0.25626955543232477
141,87.00802780721011,0.22742989547297182
142,86.345423237963,0.2830026221680274
143,86.60428162941156,0.25149054655106806
144,85.36490561196737,0.23814839107358096
145,87.0164457286331,0.2603024213326315
146,85.402420428728,0.20737442296797418
147,86.63957135140494,0.22042890871103463
148,87.40620441369806,0.2390938518852148
149,88.1850397981389,0.28647463201627565
150,87.92263261311622,0.30314412145137964
151,87.50745699126473,0.2714219971740577
152,89.27647866067102,0.25355242632962044
153,88.91442733192967,0.2992376832545792
154,90.26890272662992,0.2539692529570648
155,91.48857874322408,0.30797457142311047
