parameter,sensitivity,stable_mean,unstable_mean,parameter_range
E,0.16830529288593418,0.7513425697692544,0.7436005262965014,0.04600000000000004
I,0.03160045201497579,0.41555140447326716,0.4305521984455076,0.47470187974309275
X,0.015105436474982614,22.506776675903897,22.621950097949167,7.624633835375672
