epoch,mean_X,std_X
0,22.548508640083337,1.478752506500234
1,22.48553460941963,1.5631810606664946
2,22.498830006612103,1.5373892639875408
3,22.47989866093841,1.5607863939713318
4,22.50940520976182,1.5556060396032227
5,22.50901926520934,1.552626488648523
6,22.494169481453696,1.5149251063843447
7,22.53326523492984,1.5632100239521118
8,22.445051784069626,1.518376781117919
9,22.507186988866216,1.4965319820147018
10,22.484433773384165,1.5350720064248364
11,22.427593663134328,1.5182346478695072
12,22.499852425514682,1.545198017753556
13,22.503148683218644,1.563582407476741
14,22.529762315404703,1.5560832925111512
15,22.45778949154278,1.5051948062192435
16,22.512495408106897,1.5675895378174578
17,22.523095489965286,1.5391010481971963
18,22.49200298233685,1.5299694776453447
19,22.51940411859923,1.4803463297473074
20,22.461838009717944,1.5102792881072433
21,22.47542568007294,1.5290137726763589
22,22.474162461720944,1.5323792100413203
23,22.46197910220049,1.549570005021173
24,22.484084400764086,1.506428004459781
25,22.481342991680997,1.5473467348089742
26,22.47302540332361,1.5748209864909601
27,22.519353508782796,1.5495542041314883
28,22.463944255088773,1.5275151431627825
29,22.46929860266148,1.5223647211156777
30,22.499583728802868,1.5351782339992763
31,22.488401296725097,1.519365005496866
32,22.50399740227172,1.5551031673774767
33,22.50415131624946,1.5502369966300522
34,22.480053605241707,1.553282843123302
35,22.420315399553317,1.519524984392076
36,22.475795321271463,1.5198168464071729
37,22.45913849720131,1.5020228411042906
38,22.47161397018575,1.4950439368035626
39,22.493308165967115,1.5028075840818071
40,22.470253188523216,1.5261254606298036
41,22.56563097104973,1.5189988489916466
42,22.471754042422656,1.5550331241759778
43,22.49284888490963,1.574200114667981
44,22.51482082633726,1.5594317534612838
45,22.476420755979735,1.5718260112536147
46,22.475332993893208,1.5347581246930857
47,22.464995263773535,1.5211564315516415
48,22.486429596344493,1.5335695444358572
49,22.471503150930012,1.5390728797755033
50,22.474171860787926,1.5521291058882922
51,22.47315244736189,1.4862731822552282
52,22.478551231319322,1.5341468604646107
53,22.48505241080466,1.516098164719822
54,22.462210943789486,1.5219086251057892
55,22.497188033640303,1.5816786688023852
56,22.525402183629947,1.5208303934990677
57,22.4941826743942,1.5747988287585484
58,22.45629816634928,1.4966271555879938
59,22.460648530321734,1.5528298100469176
