power_law_coeff_a,power_law_exponent_b,mean_correlation_E_stable,mean_correlation_I_stable,mean_correlation_X_stable
8.80675851917568,-0.8180683204639203,0.11309477225748846,-0.04457012786461484,-0.020643896840346274
