total_universes,stable_universes,unstable_universes,lockin_universes,E_mean,E_std,E_min,E_max,E_median,I_mean,I_std,I_min,I_max,I_median,X_mean,X_std,X_min,X_max,X_median,stability_rate,lockin_rate,E_I_correlation,E_stability_correlation,I_stability_correlation,X_stability_correlation
175,161,14,121,0.7507232062914342,0.018625004340005785,0.72,0.766,0.766,0.41675146799104645,0.09157009687870596,0.17779624703278782,0.6524981267758806,0.42172814196739505,22.51599054966752,1.5179025760517675,18.52033244659018,26.144966281965853,22.721869385480492,0.92,0.6914285714285714,-0.44911640270721476,0.11309477225749039,-0.044570127864614964,-0.02064389684034687
