universe_id,E,I,X
0,3.8844586097223437,0.6287868611358418,2.1982468827774677
1,2.547021862596071,0.5336136955590369,1.223213173892596
2,6.118500774850673,0.4382502691586041,2.4132911502828915
3,12.157832003300083,0.47578229403698846,5.206033080941786
4,17.421669230743166,0.3760150646245588,5.895729073499022
5,32.54813016474428,0.4910736181331787,14.385175239123564
6,12.223287730237915,0.08070811984740911,0.8878667139552663
7,6.948864117889013,0.388864008581655,2.4319468403743927
8,8.665778506202379,0.3380736308763035,2.636704083565501
9,5.496864857988835,0.2936556791542778,1.4527670247827948
10,7.079078062341629,0.4977985556148453,3.171559351066561
11,9.183870053440982,0.40911728222286764,3.381551960896581
12,70.52385297659981,0.46051971602046365,29.229862270907407
13,8.189592149291908,0.20115260347788758,1.4826220040269225
14,35.602439621985674,0.40445249131691546,12.959545861864951
15,12.160488873701144,0.41481223128134925,4.539887570854794
16,25.03518818558687,0.308177761376463,6.943759425605372
17,19.388401651995235,0.24159969536844958,4.215808739522874
18,8.513623236741854,0.5572205835818229,4.269569497535758
19,10.870038640588657,0.32123710851839143,3.142673804147298
20,15.541834581133115,0.20608448634332108,2.8826378968371142
21,15.590376282025455,0.2719489463629728,3.8158077629691936
22,16.71871930423117,0.3928822900401141,5.911639854105784
23,59.3229556720122,0.5526916958353726,29.508574475097955
24,13.841866830130602,0.3157743870526029,3.9338163125534216
25,18.005858760890234,0.24457737357213943,3.9634430801844878
26,15.709487646509334,0.1385963142523684,1.9595493779393762
27,24.832949576160342,0.3567624554738862,7.973517660705148
28,7.652646638332101,0.5077650184096685,3.497171635075848
29,27.271122102264243,0.08146186471932676,1.9994008134950028
30,50.67015864976914,0.3871882757361477,17.65700222299305
31,19.97056936454502,0.5126624241724821,9.21434445227912
32,7.9523081311883415,0.3605657898628887,2.580597236299497
33,16.41610438211282,0.4279954140401736,6.323415652754176
34,6.010706975047531,0.37333378798450717,2.019600003113454
35,24.56856008753137,0.4601902838716657,10.175591376899225
36,5.338740718772912,0.22660695183166588,1.088816184810654
37,17.68761564529466,0.26009673201316846,4.140441923801518
38,19.88170966011611,0.3156448378795108,5.648003120191368
39,17.146079085192834,0.4502339472778122,6.947772180177518
40,12.0314862869575,0.26759438350528114,2.897602340049573
41,12.070535140633464,0.37807349120795525,4.1071944252308406
42,8.356231618774752,0.33174277103940414,2.49490748939348
43,26.258162779360674,0.576297793633692,13.619269147157903
44,8.068312937965857,0.3227804802866664,2.3438645326977694
45,21.210007427005497,0.19319149536339003,3.6878337463426205
46,14.730664579250957,0.34488677911443116,4.5723703148576105
47,29.40755369269896,0.37044759921373244,9.804561897788336
48,5.8867658464134935,0.4431398534328066,2.3477944989356345
49,12.525287456785145,0.3819347258232971,4.305458007598696
50,5.637329321352662,0.3994531150828528,2.026663882346003
51,19.77654761742878,0.4571223644290292,8.136271986410096
52,15.693700303766178,0.09495275018453384,1.3411440039730076
53,17.66643575192563,0.3914260418761217,6.223592718391549
54,16.70764152632114,0.5149993986498912,7.743982805022004
55,5.623742384317378,0.40175189750870066,2.03341425659965
56,22.19054118567157,0.4900702459407279,9.787431578777927
57,12.12110932059484,0.40392308815542677,4.406396317779775
58,7.265516430956195,0.4325543300684857,2.828457533154449
59,20.197860661017373,0.2791047614663312,5.073587173731103
60,19.094862038989024,0.20395704446540072,3.505078463352099
61,4.3421453349465855,0.3051063167686947,1.1923343730179305
62,4.261456987082946,0.3506390227588336,1.3448098021316106
