universe_id,rank,z_value,sigma_arcmin,lon_deg,lat_deg,E,I,lock_epoch,variant
311,1,-70.12174248983374,30.0,311.1172566371681,-47.749650829136584,40.601879128615465,0.302733592259585,305,E+I
4350,1,-60.90216566157328,30.0,264.6818181818182,79.93628937609785,38.12561644630506,0.4478763602517887,305,E+I
7625,1,-66.28830838232845,30.0,245.22471910112358,81.86116500114838,68.32443074333838,0.30004355008347694,305,E+I
