universe_id,rank,z_value,sigma_arcmin,lon_deg,lat_deg,E,I,lock_epoch,variant
211,1,-66.40739973103713,30.0,249.84162895927602,-69.70107717939462,19.334495331925247,0.26738057405861454,324,E+I
355,1,-104.09109489335577,30.0,203.91891891891893,-59.20419055986767,31.70229024294229,0.4687967096197216,305,E+I
1992,1,-73.29095380656966,30.0,128.3203125,-29.741899340038785,31.78174305236132,0.4818487879923348,305,E+I
5646,1,-117.44815158365085,30.0,88.9453125,35.41025681599151,31.2004325409196,0.4352243260382827,305,E+I
