universe_id,seed,E,I,X,stable,lockin,stable_epoch,lock_epoch,E_times_I,E_plus_I,abs_E_minus_I,logX,_gap
43,2343651925,0.766,0.15802523326324464,18.164454198738405,1,1,35,123,0.12104732867964539,0.9240252332632446,0.6079747667367554,2.8994666183590683,0.6079747667367554
129,3286888741,0.72,0.20295785395704205,18.053241371226754,1,1,51,134,0.14612965484907028,0.922957853957042,0.517042146042958,2.893325246010145,0.517042146042958
85,2529967444,0.766,0.06963270601069486,16.573388708192507,1,1,114,144,0.05333865280419227,0.8356327060106948,0.6963672939893052,2.8077983191711624,0.6963672939893052
