label,acc,auc,cm
E,0.5764,0.6175588651569738,"{'tp': 776, 'fp': 495, 'tn': 665, 'fn': 564}"
EIX,0.5764,0.6175588651569738,"{'tp': 776, 'fp': 495, 'tn': 665, 'fn': 564}"
