S8_raw,S8_LCDM,S8_normalized,S8_normalized_proper,growth_ratio,Delta_S8,Delta_S8_percent,beta0_value
0.8151392541214515,0.831,0.9809136632027095,0.831,1.0,-0.015860745878548466,-1.9086336797290573,0.2
