chi2_total,chi2_SNe,chi2_BAO,chi2_BAO_DM,chi2_BAO_H,chi2_H0,chi2_CMB,AIC,BIC,reduced_chi2,n_data,n_params
201.83191657001836,128.34931254010888,73.48260402990947,67.36175794102766,6.12084608888181,0.0,0.0,207.83191657001836,214.1645381625383,3.479860630517558,61,3
