z_dimensionless,mu_magnitudes
0.01,33.25524803259076
0.05061224489795919,36.84087406657012
0.09122448979591836,38.18076607227576
0.13183673469387755,39.03753649454919
0.17244897959183675,39.67458625153436
0.21306122448979592,40.18474814013703
0.2536734693877551,40.61177209379193
0.2942857142857143,40.97984015732732
0.3348979591836735,41.303765629430586
0.37551020408163266,41.59330359949052
0.41612244897959183,41.85523346513729
0.45673469387755106,42.09446699097368
0.49734693877551023,42.31468287157937
0.5379591836734694,42.518711879936816
0.5785714285714286,42.7087819261269
0.6191836734693877,42.886680165534884
0.659795918367347,43.05386379758576
0.7004081632653062,43.21153792577669
0.7410204081632653,43.36071159274829
0.7816326530612245,43.502238946039974
0.8222448979591837,43.63685002853832
0.8628571428571429,43.7651741696961
0.9034693877551021,43.887758003736174
0.9440816326530612,44.005079528178015
0.9846938775510204,44.11755921174304
1.0253061224489797,44.22556888468772
1.0659183673469388,44.32943894943635
1.106530612244898,44.429464301727776
1.1471428571428572,44.52590924991429
1.1877551020408164,44.61901163627253
1.2283673469387755,44.70898630984844
1.2689795918367348,44.796028062447554
1.309591836734694,44.880314115372165
1.350204081632653,44.96200622883151
1.3908163265306124,45.04125249569425
1.4314285714285715,45.11818887171341
1.4720408163265306,45.19294048708348
1.51265306122449,45.26562277666135
1.553265306122449,45.33634245962371
1.5938775510204082,45.40519839358936
1.6344897959183673,45.47228232342303
1.6751020408163266,45.53767954103102
1.7157142857142857,45.601469469355195
1.7563265306122449,45.663726181333075
1.7969387755102042,45.724518862630674
1.8375510204081633,45.7839122256667
1.8781632653061224,45.84196688112284
1.9187755102040818,45.89873967157547
1.9593877551020409,45.954283972585145
2.0,46.00864996454295
