ell_dimensionless,C_ell_TT_muK2
332,2717.3025441091067
333,2689.510009603577
334,2661.944798746207
335,2634.6207233871387
336,2607.5367362327584
337,2580.699215992252
338,2554.1145391369914
339,2527.7965083738072
340,2501.75149608029
341,2475.9784444526895
342,2450.483722365612
343,2425.2736971913873
344,2400.3473066288743
345,2375.710915591417
346,2351.370888051318
347,2327.32615889042
348,2303.5830908063
349,2280.155474521573
350,2257.042243944757
351,2234.257314520646
352,2211.8076726021327
353,2189.6930014505974
354,2167.9204134073925
355,2146.504450097388
356,2125.437369226091
357,2104.726286522407
358,2084.3783192219244
359,2064.3931578916504
360,2044.7704949454833
361,2025.5174531490195
362,2006.6337290621443
363,1988.133878220697
364,1970.0027451531168
365,1952.26231863758
366,1934.9048766409915
367,1917.9375564978382
368,1901.3600699227384
369,1885.1721314099373
370,1869.3883149690769
371,1853.993484045215
372,1839.0022183289109
373,1824.406815299578
374,1810.2144319593992
375,1796.4173714032015
376,1783.0227961793
377,1770.0378715386316
378,1757.4474803243725
379,1745.266221355759
380,1733.4938392514428
381,1722.1226526984826
382,1711.1598394168855
383,1700.6051510189002
384,1690.4509129165208
385,1680.6968809281955
386,1671.3502411849665
387,1662.4107533372803
388,1653.8633221144107
389,1645.7151389889386
390,1637.9659686936634
391,1630.6155774955403
392,1623.6488764256628
393,1617.080491319006
394,1610.8953359592983
395,1605.0931821368256
396,1599.6738029143585
397,1594.629544254061
398,1589.967610056624
399,1585.6803487602597
400,1581.7675384033403
401,1578.2290780586563
402,1575.0579188009233
403,1572.2545611736123
404,1569.819507138015
405,1567.7384034441673
406,1566.01175511439
407,1564.640068835927
408,1563.6164247137988
409,1562.9264763831522
410,1562.5855928812823
411,1562.5645752734285
412,1562.8787969906098
413,1563.5213488177037
414,1564.4853240889058
415,1565.7563904854117
416,1567.3499319366229
417,1569.2441936186406
418,1571.4471372568055
419,1573.944442822519
420,1576.744078780344
421,1579.8317321278896
422,1583.2005219327632
423,1586.8584278121548
424,1590.791148303161
425,1594.991814376517
426,1599.4609895394615
427,1604.176956526785
428,1609.155144183196
429,1614.366415678468
430,1619.8113520646878
431,1625.4905389162634
432,1631.389709656217
433,1637.516887319639
434,1643.8503860992964
435,1650.3982381300045
436,1657.153623354483
437,1664.1097261762907
438,1671.2597353975375
439,1678.6042724924498
440,1686.129106465966
441,1693.8274388003974
442,1701.6850466380465
443,1709.702567703021
444,1717.8657867600632
445,1726.1679205148143
446,1734.6021891037412
447,1743.161815926036
448,1751.854884168841
449,1760.66719487472
450,1769.5919801565617
451,1778.6299205080356
452,1787.781768761729
453,1797.0260123448782
454,1806.363425687787
455,1815.7799282810158
456,1825.26886953718
457,1834.8236002555313
458,1844.4300440914408
459,1854.0741257323793
460,1863.7714841316463
461,1873.4931888465446
462,1883.2623084411139
463,1893.0499134416991
464,1902.879073109796
465,1912.7208584187433
466,1922.590910498517
467,1932.4751570364829
468,1942.3595255936386
469,1952.2448002324961
470,1962.1169080556451
471,1971.961775857937
472,1981.7801867905996
473,1991.5580669355013
474,2001.296198692662
475,2010.9879357267753
476,2020.6340596751277
477,2030.2204951137444
478,2039.7554513342313
479,2049.239708976205
480,2058.651763367149
481,2068.0072513707087
482,2077.277239585119
483,2086.4699362509573
484,2095.5712645068375
485,2104.5671474994037
486,2113.4657934937172
487,2122.253125830633
488,2130.9224963847487
489,2139.482113968551
490,2147.9179026308843
491,2156.2306434526777
492,2164.4211178846467
493,2172.490107778247
494,2180.4309670582165
495,2188.2370500866255
496,2195.909140017166
497,2203.4331637380205
498,2210.8099052554608
499,2218.032720614217
500,2225.094966206963
501,2231.9899179895788
502,2238.7179575706823
503,2245.271957629004
504,2251.652219255775
505,2257.866471852614
506,2263.9001596165185
507,2269.7610115158227
508,2275.4418994023627
509,2280.9356945649083
510,2286.2575526230594
511,2291.3854865593444
512,2296.3346500476214
513,2301.090482119459
514,2305.653277077976
515,2310.0233276044346
516,2314.2009245611957
517,2318.1789284414162
518,2321.9501975174157
519,2325.5224443386533
520,2328.881093778529
521,2332.033852935711
522,2334.9735691856963
523,2337.6930866882917
524,2340.207531250665
525,2342.502311694349
526,2344.5925464835104
527,2346.471065108015
528,2348.138121328741
529,2349.5939646820243
530,2350.8462686958
531,2351.8804173664066
532,2352.7115035006946
533,2353.3323301677133
534,2353.735695666433
535,2353.9366785073203
536,2353.920638905503
537,2353.7026455419077
538,2353.275477084867
539,2352.646763928869
540,2351.801846444754
541,2350.7632017967917
542,2349.5235888187567
543,2348.075761455986
544,2346.4347538693455
545,2344.6007387486534
546,2342.566455738332
547,2340.339496573418
548,2337.920020123067
549,2335.3081808430684
550,2332.5041288851176
551,2329.5227798616415
552,2326.348983711689
553,2322.9972127795154
554,2319.4745072407595
555,2315.7730468802306
556,2311.892436271094
557,2307.8545616031106
558,2303.644164006587
559,2299.2682664775016
560,2294.7264605957976
561,2290.0331916906366
562,2285.173188847728
563,2280.160891813648
564,2275.0033093396496
565,2269.685162568279
566,2264.220883563721
567,2258.617473630108
568,2252.8670750213932
569,2246.9766843927264
570,2240.945867790112
571,2234.7816173812466
572,2228.49092312552
573,2222.073344434016
574,2215.5284385202103
575,2208.8780454416383
576,2202.106861279677
577,2195.2367216151547
578,2188.2597463411007
579,2181.1829097217696
580,2174.0131836429136
581,2166.7575375565802
582,2159.4155100705357
583,2151.9866372339693
584,2144.485309170171
585,2136.9110566054223
586,2129.2634074981147
587,2121.5493153173907
588,2113.7831589723487
589,2105.949600991861
590,2098.070442610817
591,2090.1451969060486
592,2082.173373789966
593,2074.161908309606
594,2066.110303901792
595,2058.032917407274
596,2049.929245641683
597,2041.7987820773012
598,2033.6484451846025
599,2025.4851500839109
600,2017.3083802082224
601,2009.1324597367386
602,2000.9419456043224
603,1992.765948978548
604,1984.5890077598533
605,1976.4179418075253
606,1968.2669963253713
607,1960.1281285592243
608,1952.0155780090477
609,1943.9361531503455
610,1935.8743748674622
611,1927.8593317505488
612,1919.8755400476064
613,1911.9297989814668
614,1904.0437625732393
615,1896.1945130221604
616,1888.4111294480263
617,1880.6855478837695
618,1873.024559928254
619,1865.4275279010292
620,1857.901241751785
621,1850.45991927171
622,1843.0954929051998
623,1835.8073233638527
624,1828.6096281889554
625,1821.501768560905
626,1814.4905345575546
627,1807.5678603072347
628,1800.75539428925
629,1794.0376443749317
630,1787.4288331666514
631,1780.9283280757288
632,1774.5354981942658
633,1768.2645711582252
634,1762.107491549425
635,1756.0710627901872
636,1750.1620905759537
637,1744.3799546475425
638,1738.724037253037
639,1733.2011515986342
640,1727.8106852376443
641,1722.5594568494041
642,1717.439431255956
643,1712.472289580193
644,1707.6351457894996
645,1702.949686934745
646,1698.4153180243266
647,1694.0240187417758
648,1689.7826285050053
649,1685.6905614161058
650,1681.7620913053856
651,1677.981845387243
652,1674.35699400474
653,1670.8947742433702
654,1667.5949977824816
655,1664.46490756492
656,1661.4894643629625
657,1658.6833451957064
658,1656.0463731928082
659,1653.5783742607218
660,1651.2791770498084
661,1649.1486129236664
662,1647.19394428175
663,1645.4075794847972
664,1643.7967862365492
665,1642.3614065189374
666,1641.0938565838476
667,1640.0014120020219
668,1639.0913509675743
669,1638.3486692595345
670,1637.7880787135014
671,1637.402008797658
672,1637.1903200495794
673,1637.1528757699157
674,1637.2895420744592
675,1637.6076163045263
676,1638.0995420442357
677,1638.7651942469522
678,1639.5970226178233
679,1640.6097651047692
680,1641.7958778934483
681,1643.1478205604324
682,1644.665484531219
683,1646.3561931926956
684,1648.219845309075
685,1650.241486791309
686,1652.4284525704222
687,1654.7806533201854
688,1657.2980039317736
689,1659.9804236380212
690,1662.8204077863904
691,1665.817884660753
692,1668.9727872495923
693,1672.285053360741
694,1675.7471973812928
695,1679.366595433092
696,1683.1209153697419
697,1687.032400370614
698,1691.0787288216256
699,1695.2747262433643
700,1699.6055102051796
701,1704.071127304753
702,1708.6644686279383
703,1713.3933543717635
704,1718.2581819976851
705,1723.2370695452546
706,1728.3527107872014
707,1733.583235017802
708,1738.9290621849966
709,1744.3980461582896
710,1749.975761284803
711,1755.662644086421
712,1761.466564844555
713,1767.3656857733586
714,1773.3678877360799
715,1779.4736283985026
716,1785.6685137742982
717,1791.95301151312
718,1798.327594079357
719,1804.785310273989
720,1811.3266418007984
721,1817.9446464259559
722,1824.6398145337935
723,1831.4126406278433
724,1838.256194828734
725,1845.1709794205537
726,1852.1500719947765
727,1859.1939819946017
728,1866.3032222087973
729,1873.4560235661093
730,1880.6677617842756
731,1887.9315304176605
732,1895.2329974107206
733,1902.5801183559865
734,1909.965994604437
735,1917.3763014825836
736,1924.8264299162888
737,1932.2946311572691
738,1939.7888718206682
739,1947.3022636757769
740,1954.8279202458955
741,1962.3589567150177
742,1969.8959181921973
743,1977.4393512828694
744,1984.974947317351
745,1992.5032556881447
746,2000.0173987426238
747,2007.517928433843
748,2014.9979695769093
749,2022.4580765125338
750,2029.8913763753271
751,2037.2910018321952
752,2044.650104303396
753,2051.976697403603
754,2059.2639391131684
755,2066.5049884678047
756,2073.6930055499065
757,2080.843436532047
758,2087.94201521866
759,2094.989333140929
760,2101.9785544986366
761,2108.9102728517328
762,2115.7776544086473
763,2122.5812947126324
764,2129.306933573186
765,2135.955168444909
766,2142.5265976998994
767,2149.006963894605
768,2155.4042954823412
769,2161.6969083162066
770,2167.9002607489856
771,2174.0000984211233
772,2179.9895959444593
773,2185.8767851769567
774,2191.647413387731
775,2197.30208491624
776,2202.8488327215846
777,2208.280833222923
778,2213.5986912330736
779,2218.8030114829567
780,2223.8869701380845
781,2228.858599708384
782,2233.7036471486954
783,2238.4301438050925
784,2243.023835151756
785,2247.485322374655
786,2251.80034879761
787,2255.9769414558486
788,2260.008269162979
789,2263.8800706760458
790,2267.607796258923
791,2271.177180690526
792,2274.5962415256236
793,2277.8581371522796
794,2280.963451651719
795,2283.9053379081693
796,2286.6918024719557
797,2289.323420323902
798,2291.7933346940276
799,2294.1095419353087
800,2296.265177950709
801,2298.260754030025
802,2300.1040095470594
803,2301.780345548596
804,2303.2974437581192
805,2304.640696336918
806,2305.8029191561905
807,2306.78435167703
808,2307.5852284893936
809,2308.1983508605763
810,2308.623943344165
811,2308.8622253481203
812,2308.9282677635642
813,2308.814851151815
814,2308.529607443858
815,2308.08016319791
816,2307.4667112169013
817,2306.6820105256493
818,2305.726243057691
819,2304.5921569499233
820,2303.2724948964183
821,2301.759994159965
822,2300.054814941351
823,2298.149683704861
824,2296.0521782614283
825,2293.7698711063376
826,2291.302901112379
827,2288.658830278294
828,2285.8377870801164
829,2282.854751576994
830,2279.709842067819
831,2276.4031718512465
832,2272.927420936192
833,2269.275264453402
834,2265.4542294172143
835,2261.4495530348945
836,2257.2538961669648
837,2252.8747717349584
838,2248.3196880760893
839,2243.5738639448464
840,2238.6670837143283
841,2233.5919855689167
842,2228.35605999745
843,2222.9593647795905
844,2217.4242384194094
845,2211.7284450209822
846,2205.8868861641254
847,2199.88474577019
848,2193.7294885668966
849,2187.4137183452403
850,2180.930034663312
851,2174.2932585251738
852,2167.4956841619723
853,2160.5443988845923
854,2153.439057389337
855,2146.201595141245
856,2138.8168015511746
857,2131.306603454573
858,2123.670638283393
859,2115.908539088887
860,2108.0199345122974
861,2100.0118771049697
862,2091.876558247203
863,2083.6284498693935
864,2075.2597343213024
865,2066.7700177452707
866,2058.1737584007124
867,2049.4556965394568
868,2040.622852837495
869,2031.6822433279315
870,2022.626022688417
871,2013.4611976348071
872,2004.1947702185332
873,1994.8188811296145
874,1985.3479514574835
875,1975.7815409557356
876,1966.1266331156355
877,1956.382778495413
878,1946.5718081583482
879,1936.6784069153236
880,1926.7169685292522
881,1916.6795973232188
882,1906.5806783496287
883,1896.4123073641135
884,1886.1740043096254
885,1875.8727134071364
886,1865.5079465532588
887,1855.0792117758629
888,1844.6008700469288
889,1834.057565300091
890,1823.4710797083083
891,1812.833478663022
892,1802.1516810126598
893,1791.425174154041
894,1780.6682992299739
895,1769.8656811787966
896,1759.0390840413581
897,1748.1805559666554
898,1737.2969994738362
899,1726.3953149142692
900,1715.4749722853767
901,1704.5354302358937
902,1693.5909644017358
903,1682.6409827003754
904,1671.6848917059906
905,1660.72952516316
906,1649.7742874481155
907,1638.8334387790885
908,1627.898953622049
909,1616.9776625959182
910,1606.0689675723675
911,1595.1796985231065
912,1584.3166853123378
913,1573.479329484855
914,1562.6670327500544
915,1551.879197110902
916,1541.130081688465
917,1530.4116610896453
918,1519.7233389220453
919,1509.079376252946
920,1498.4791783119167
921,1487.914722939614
922,1477.400274082375
923,1466.9426684799917
924,1456.5264590493402
925,1446.1733417660892
926,1435.875300587962
927,1425.6391776278488
928,1415.4718165212983
929,1405.3726341409833
930,1395.3410490087242
931,1385.376481354685
932,1375.4932098748773
933,1365.6832300350982
934,1355.9533958759575
935,1346.303135014883
936,1336.7318770485062
937,1327.2464819548181
938,1317.8463834447311
939,1308.5384457151683
940,1299.3146784517921
941,1290.1893786349583
942,1281.1545604944665
943,1272.2170973189086
944,1263.3764364651208
945,1254.6394561212435
946,1245.9981803210885
947,1237.4669207632448
948,1229.0377067803076
949,1220.7099988135958
950,1212.4981168401641
951,1204.394134282793
952,1196.3976982380789
953,1188.5159228182133
954,1180.7410686077376
955,1173.0876845065134
956,1165.5480377226097
957,1158.1292556204169
958,1150.8236124187615
959,1143.638242693012
960,1136.5802847773903
961,1129.6420241686728
962,1122.8306070324415
963,1116.1457552582676
964,1109.5871949162029
965,1103.1546563629206
966,1096.8478743473506
967,1090.6740164656298
968,1084.6253982136907
969,1078.7091964898036
970,1072.9251646431385
971,1067.2656325704158
972,1061.7377918602235
973,1056.3414108323316
974,1051.0836913243622
975,1045.9495553726686
976,1040.946215391069
977,1036.0808891923332
978,1031.3459433546088
979,1026.7411783334933
980,1022.273828517487
981,1017.9362772266045
982,1013.7283418061845
983,1009.6498453132473
984,1005.7080448967616
985,1001.8953467702372
986,998.2115912790849
987,994.6640529104822
988,991.2451552457585
989,987.9547560076168
990,984.7927186997807
991,981.7589125904495
992,978.8606410397286
993,976.0829280697292
994,973.4405167815727
995,970.9184425130579
996,968.5240312447748
997,966.2571861484813
998,964.1178158820782
999,962.0984061797811
1000,960.2063048393695
1001,958.4266278943703
1002,956.7744019670562
1003,955.2349934220773
1004,953.8160587524676
1005,952.5029744009613
1006,951.3108351330418
1007,950.225027155132
1008,949.253226485817
1009,948.395685473983
1010,947.6378043677436
1011,946.9947013355045
1012,946.4517855842457
1013,946.0093273823363
1014,945.682457982165
1015,945.4491710925926
1016,945.3246063074606
1017,945.3090505818546
1018,945.3879381622878
1019,945.5689922704457
1020,945.85251163709
1021,946.2313704394401
1022,946.7058749415694
1023,947.2614783860616
1024,947.9133510403947
1025,948.6395249919827
1026,949.4551776002781
1027,950.3457762962971
1028,951.3116486379095
1029,952.3679822654491
1030,953.4928264071815
1031,954.701375340378
1032,955.9791131987413
1033,957.3412407348897
1034,958.7732484793524
1035,960.2829151535058
1036,961.8557375291265
1037,963.4846437899681
1038,965.1848501920251
1039,966.9418625703813
1040,968.7486180475539
1041,970.6129133389867
1042,972.5276913051104
1043,974.4858976023913
1044,976.5027656818085
1045,978.5638182817088
1046,980.6694374705119
1047,982.8200078837536
1048,985.0159166577345
1049,987.2501250088103
1050,989.5230248591391
1051,991.8275958771833
1052,994.1643035550404
1053,996.533629309156
1054,998.9360565669613
1055,1001.3572139684628
1056,1003.8050170148326
1057,1006.2725262097988
1058,1008.7602319984077
1059,1011.2611979500177
1060,1013.7833456881691
1061,1016.3197413645031
1062,1018.870880580441
1063,1021.429831553854
1064,1023.9970916832419
1065,1026.565730707716
1066,1029.1436756153432
1067,1031.7165687469471
1068,1034.2997661007203
1069,1036.8714820310254
1070,1039.447072600519
1071,1042.012180276511
1072,1044.5747322307043
1073,1047.1203700854958
1074,1049.6570198634952
1075,1052.177750084941
1076,1054.6904850184194
1077,1057.1808627808023
1078,1059.6568052917999
1079,1062.1039480277682
1080,1064.5376383313949
1081,1066.9435084706163
1082,1069.3220456043528
1083,1071.673734949878
1084,1073.9990596546086
1085,1076.291072321825
1086,1078.5502515915637
1087,1080.777073675381
1088,1082.9645838959138
1089,1085.1132532821307
1090,1087.2235501188802
1091,1089.2959398518167
1092,1091.3234566472433
1093,1093.3065600078835
1094,1095.2457063430581
1095,1097.1413488942121
1096,1098.986509315202
1097,1100.7890626584813
1098,1102.5420239142802
1099,1104.2384046558607
1100,1105.8934980393938
1101,1107.485428864908
1102,1109.0293677649859
1103,1110.5107452843117
1104,1111.9447017361688
1105,1113.3166603676693
1106,1114.6268974312316
1107,1115.8831138067417
1108,1117.0707215750729
1109,1118.204842446139
1110,1119.2708809346552
1111,1120.2765227907794
1112,1121.2145932285698
1113,1122.0927703071955
1114,1122.903871510354
1115,1123.6481387773576
1116,1124.3258101328693
1117,1124.9371196662923
1118,1125.4822975103257
1119,1125.9541414682346
1120,1126.352873690648
1121,1126.6861406504795
1122,1126.9467280655908
1123,1127.1348459213461
1124,1127.258128440734
1125,1127.3019206517683
1126,1127.2664201054067
1127,1127.1666768404993
1128,1126.9954515958261
1129,1126.745500822545
1130,1126.431861695164
1131,1126.039853618671
1132,1125.5770766379876
1133,1125.043697993686
1134,1124.4324520779348
1135,1123.7509254406573
1136,1122.9992716939144
1137,1122.1702114670338
1138,1121.2713174127805
1139,1120.3027291126214
1140,1119.2497246834
1141,1118.1347191872526
1142,1116.9429810888355
1143,1115.6820590189584
1144,1114.3446399871984
1145,1112.9382627493299
1146,1111.4630327258958
1147,1109.9190503249874
1148,1108.2989825680356
1149,1106.6103481204123
1150,1104.8532322246137
1151,1103.0276808627675
1152,1101.1335982214216
1153,1099.1782775675213
1154,1097.1467220260777
1155,1095.053643039721
1156,1092.891461930046
1157,1090.6674516673622
1158,1088.3814518439287
1159,1086.0332970537254
1160,1083.6228169275255
1161,1081.1498361735166
1162,1078.6216029736688
1163,1076.0305039845366
1164,1073.383777795131
1165,1070.6812299382416
1166,1067.9152329575402
1167,1065.0930115302804
1168,1062.2143574931306
1169,1059.2864866236548
1170,1056.3017536746795
1171,1053.2673658642673
1172,1050.1830979175027
1173,1047.0487205125248
1174,1043.8640003792298
1175,1040.6287004005594
1176,1037.350008066279
1177,1034.0276788778917
1178,1030.654036455591
1179,1027.2436860473954
1180,1023.7889445366146
1181,1020.2895539523012
1182,1016.7526815788555
1183,1013.178063364949
1184,1009.5654323827114
1185,1005.9145189358726
1186,1002.22505066684
1187,998.5041810126871
1188,994.7516326088237
1189,990.9671257416214
1190,987.1429500985575
1191,983.3011066177044
1192,979.4264524314295
1193,975.5261277619344
1194,971.6072709615547
1195,967.6621619007614
1196,963.6905071048299
1197,959.6994398371859
1198,955.6960918299461
1199,951.6727366617149
1200,947.6290748842131
1201,943.5722209860603
1202,939.5018074342995
1203,935.4174524233792
1204,931.3262014027084
1205,927.2202420917585
1206,923.1066179454666
1207,918.9849431666661
1208,914.8622594687724
1209,910.738179436733
1210,906.6048865879881
1211,902.4694204839553
1212,898.3388200903031
1213,894.2052671375213
1214,890.0757995835542
1215,885.9574549757502
1216,881.8349854636261
1217,877.7228563154346
1218,873.620675883012
1219,869.5280523703715
1220,865.4371655534798
1221,861.3699086036539
1222,857.3036046594804
1223,853.2601471066439
1224,849.2242878045276
1225,845.2104923204257
1226,841.2109415624282
1227,837.2326736180181
1228,833.2752987933906
1229,829.345856406725
1230,825.4365298328729
1231,821.5469316521331
1232,817.6841037507746
1233,813.8550890736811
1234,810.0446466787174
1235,806.2672502956501
1236,802.515089983424
1237,798.7952139920794
1238,795.1072438240733
1239,791.4508026977514
1240,787.8255156614466
1241,784.2384380584255
1242,780.6891989413782
1243,777.1700011874027
1244,773.6879066634124
1245,770.2425512894039
1246,766.841001852009
1247,763.475471065512
1248,760.1530310830107
1249,756.8659002036577
1250,753.6285847299231
1251,750.425895508229
1252,747.264991148065
1253,744.1530484021341
1254,741.0823906712025
1255,738.060201495761
1256,735.0862395921376
1257,732.1602672856045
1258,729.2820505890618
1259,726.4439309271345
1260,723.667966957314
1261,720.9316511327817
1262,718.2496216158439
1263,715.6216638821735
1264,713.0401391223324
1265,710.5122693390796
1266,708.0304239882383
1267,705.6092617671792
1268,703.241160545992
1269,700.9259307967037
1270,698.6633872669115
1271,696.4533489994816
1272,694.3030676984754
1273,692.2049426902415
1274,690.1580631473485
1275,688.1696937634217
1276,686.2374467141444
1277,684.3611670163054
1278,682.540704018674
1279,680.7759113955007
1280,679.0673899728583
1281,677.4150020479792
1282,675.818614212005
1283,674.2780973362995
1284,672.7933265576127
1285,671.3649240973559
1286,669.9920307401121
1287,668.6752771568725
1288,667.4138125478448
1289,666.2075331304045
1290,665.0578249571469
1291,663.963106889081
1292,662.9232875895857
1293,661.9382798387551
1294,661.0087433535135
1295,660.132370598358
1296,659.3105722872912
1297,658.5417918561812
1298,657.8267052964189
1299,657.1637641341351
1300,656.5529095955548
1301,655.9941119875153
