universe_id,seed,E,I,X,stable,lockin,stable_epoch,lock_epoch,E_times_I,E_plus_I,abs_E_minus_I,logX,_gap
147,1194186551,0.72,0.10123085630884886,16.22215541355928,1,1,80,134,0.07288621654237118,0.8212308563088488,0.6187691436911511,2.786377926021462,0.6187691436911511
173,4071591939,0.766,0.2806099821959671,20.37097967952741,1,1,87,138,0.21494724636211082,1.0466099821959671,0.4853900178040329,3.0141113233153316,0.4853900178040329
174,539489666,0.7265421251598223,0.20542089546051748,18.22841862148576,1,1,31,148,0.14924693394011807,0.9319630206203398,0.5211212296993049,2.9029818389864412,0.5211212296993049
