universe_id,E,I,lock_epoch,q_lon_deg,q_lat_deg,q_T_peak,o_lon_deg,o_lat_deg,o_T_peak,angle_deg
835,21.905481136438315,0.5222664677546158,310,144.1139240506329,53.28354271686791,7.848039066015161,351.9642857142857,-72.0176251134728,-9.974479969048835,157.76513297766763
2639,30.25220017628966,0.45455473492332243,306,256.47982062780267,69.51540362797947,-12.150712352100925,234.49218749999991,10.124125226137863,11.281557435728015,61.04551726606676
5520,25.75009789357807,0.5138581293842714,305,247.06054687499997,19.946699804352193,-8.273343376815795,39.99023437499999,0.0,-7.582507058276121,146.82792063553222
