total_universes,stable_universes,unstable_universes,lockin_universes,E_mean,E_std,E_min,E_max,E_median,I_mean,I_std,I_min,I_max,I_median,X_mean,X_std,X_min,X_max,X_median,stability_rate,lockin_rate,E_I_correlation,E_stability_correlation,I_stability_correlation,X_stability_correlation
175,175,0,175,0.7493142406707708,0.01834839617211095,0.72,0.766,0.7556001762762125,0.49683525865457534,0.055173413977134635,0.3213319593577176,0.6464879390860143,0.4932964358656973,23.92931946919777,0.8065061904273796,21.10397526843892,26.036782903548257,24.03695318310376,1.0,1.0,-0.6455090560407775,,,
