universe_id,E,I,age_Gyr,vacuum_energy,entanglement_entropy,holographic_entropy,magnetic_field_strength,string_density,wall_probability,pbh_mass_fraction,topological_defects
156,0.766,0.4684834529901938,305391684.58036417,0.7635858324990489,0.3247279845791405,33761.676627602144,1.023233022081661e-09,0.09936966905980388,0.04936966905980388,1.0100483452990194e-06,False
145,0.7503134965747998,0.5185467656772139,305391684.58036417,0.7517050854353422,0.35942922861763943,33713.37889357408,1.0308607508852705e-09,0.1003709353135443,0.05037093531354428,1.0119173758826814e-06,False
101,0.7617334779381205,0.4814645648047633,305391684.58036417,0.7603215717864841,0.3337258056339427,33746.62785998957,1.0251344698785345e-09,0.09962929129609527,0.04962929129609527,1.0104931520681004e-06,False
127,0.766,0.422824966278677,305391684.58036417,0.7600883924169467,0.2930799332464189,33614.4244424521,1.009083457049762e-09,0.09845649932557354,0.04845649932557354,1.0054824966278676e-06,False
141,0.72,0.5593385462881705,305391684.58036417,0.7242723753327482,0.3877039363381438,33439.056297263196,1.0279795795253156e-09,0.1011867709257634,0.05118677092576342,1.009933854628817e-06,False
139,0.7493082266666596,0.5298422437372388,305391684.58036417,0.7515443305401102,0.3672586573880224,33736.14800488691,1.033827506672267e-09,0.1005968448747448,0.05059684487474478,1.0128458697070558e-06,False
42,0.7347536636329083,0.5405503404056347,305391684.58036417,0.7377331147503684,0.37468094440288435,33576.05007889095,1.0297533248717433e-09,0.10081100680811271,0.050811006808112694,1.011005766767145e-06,False
15,0.766,0.5016984909777897,305391684.58036417,0.7661301044088987,0.3477508945124341,33868.79771889932,1.0335263623540172e-09,0.1000339698195558,0.050033969819555796,1.013369849097779e-06,False
126,0.72,0.5885718184511106,305391684.58036417,0.72637717092848,0.4079668965164273,33531.631512019754,1.0368372609906866e-09,0.10177143636902222,0.05177143636902222,1.012857181845111e-06,False
65,0.7295658567774967,0.5418171496183913,305391684.58036417,0.7326166932364301,0.375559029637014,33510.91925175563,1.027513527252735e-09,0.10083634299236784,0.050836342992367826,1.0100948863173385e-06,False
