total_universes,stability_efficiency,lockin_efficiency,combined_efficiency,E_parameter_utilization,I_parameter_utilization,average_stability_time,average_lockin_time
175,1.0,1.0,1.0,0.060052219321148875,0.5029575341931246,35.605714285714285,138.82285714285715
