ell,C_ell_north,C_ell_south,MSE,n_maps
2,167.27864102407884,162.9661774016625,0.7154239140825701,175
3,127.10464540193632,120.37623792848402,0.7154239140825701,175
4,67.77718532831152,59.48642738782956,0.7154239140825701,175
5,46.70891265037873,43.92050760854552,0.7154239140825701,175
6,29.03962228236433,29.9253152031857,0.7154239140825701,175
7,22.478539489216683,23.07274838357694,0.7154239140825701,175
8,16.73089096823133,17.385290473421026,0.7154239140825701,175
9,14.296287127535125,13.805664602740755,0.7154239140825701,175
10,10.877907852877865,10.879852922488272,0.7154239140825701,175
11,9.014518918525877,9.099342003754535,0.7154239140825701,175
12,7.507814659595405,7.608967540331478,0.7154239140825701,175
13,6.702788287702296,6.57990549353868,0.7154239140825701,175
14,5.610094424913171,5.46405198919365,0.7154239140825701,175
15,4.8262171677792916,4.901473630141768,0.7154239140825701,175
16,4.235939718881376,4.34580184653909,0.7154239140825701,175
17,3.7935413818602197,3.892341096330052,0.7154239140825701,175
18,3.2355460631161495,3.352224209973406,0.7154239140825701,175
19,2.8960178694934013,3.0898963964579824,0.7154239140825701,175
20,2.5999139233170556,2.7316864683791406,0.7154239140825701,175
21,2.3742419417723823,2.53114595721544,0.7154239140825701,175
22,2.216663783984623,2.244286726493399,0.7154239140825701,175
23,2.0640479788902732,2.0640204199318033,0.7154239140825701,175
24,1.84595361007895,1.8663365010517317,0.7154239140825701,175
25,1.7211318641669728,1.7018162084910513,0.7154239140825701,175
26,1.5623290803009204,1.5594782391624973,0.7154239140825701,175
27,1.4830113595006567,1.4546256978896128,0.7154239140825701,175
28,1.3730876610788187,1.372363826387025,0.7154239140825701,175
29,1.2694411614178847,1.2759195698682557,0.7154239140825701,175
30,1.1673203934902976,1.1520221724374202,0.7154239140825701,175
31,1.1059459104649345,1.100823033498608,0.7154239140825701,175
32,1.0381841439629367,1.0390924144472502,0.7154239140825701,175
33,0.9778767038818628,0.9878999167311716,0.7154239140825701,175
34,0.9063076253328202,0.9298982052993446,0.7154239140825701,175
35,0.8638127744348839,0.879783460418987,0.7154239140825701,175
36,0.7975757204124552,0.8343480135655417,0.7154239140825701,175
37,0.7536966578441028,0.7871094625114974,0.7154239140825701,175
38,0.717817420008832,0.7282780949014331,0.7154239140825701,175
39,0.6826588641687481,0.6873120184276778,0.7154239140825701,175
40,0.639211928206874,0.647418587238676,0.7154239140825701,175
41,0.6207428629983024,0.6178713802975531,0.7154239140825701,175
42,0.5979883251582887,0.5842512426302016,0.7154239140825701,175
43,0.5683445710144438,0.555769439594861,0.7154239140825701,175
44,0.5395807037587846,0.5261643261452884,0.7154239140825701,175
45,0.5219810902970384,0.5166364313773042,0.7154239140825701,175
46,0.48833587693869496,0.48878929739631866,0.7154239140825701,175
47,0.47261090321029225,0.4618866890156722,0.7154239140825701,175
48,0.44906744984815483,0.44402806445834664,0.7154239140825701,175
49,0.4339092616269642,0.4355584327317775,0.7154239140825701,175
50,0.4180309986628693,0.4159549838604041,0.7154239140825701,175
51,0.3962165440517192,0.3962781331265356,0.7154239140825701,175
52,0.37488432183925513,0.3829497689066766,0.7154239140825701,175
53,0.3625096678580035,0.36525256845640913,0.7154239140825701,175
54,0.34585920732568465,0.351691965731722,0.7154239140825701,175
55,0.33808957402844103,0.3432857263519925,0.7154239140825701,175
56,0.3259320770036556,0.33357115707824486,0.7154239140825701,175
57,0.3108861209432167,0.3242208602397214,0.7154239140825701,175
58,0.2974788661216294,0.3014381667932825,0.7154239140825701,175
59,0.2927834406389065,0.2905561484416119,0.7154239140825701,175
60,0.27751335850217873,0.28209746671337393,0.7154239140825701,175
61,0.2675512187332386,0.27416834836348597,0.7154239140825701,175
62,0.25762925685962307,0.2640141666452984,0.7154239140825701,175
63,0.252183437026557,0.2553865955811833,0.7154239140825701,175
64,0.24228191902275426,0.2478139741163862,0.7154239140825701,175
65,0.23795804895219577,0.24010095678889298,0.7154239140825701,175
66,0.2302628709985523,0.2324181105323833,0.7154239140825701,175
67,0.22157260264021308,0.22521143276682648,0.7154239140825701,175
68,0.21371957259537996,0.2166797121718788,0.7154239140825701,175
69,0.20797810501934139,0.21067570805300173,0.7154239140825701,175
70,0.20658397819299637,0.2051771586419473,0.7154239140825701,175
71,0.1995632367959092,0.19838383640360166,0.7154239140825701,175
72,0.1920531816942289,0.19032849395622362,0.7154239140825701,175
73,0.1876494555882309,0.1869517155425235,0.7154239140825701,175
74,0.18050849935059918,0.18233870306130817,0.7154239140825701,175
75,0.17708764379798214,0.17677536170938943,0.7154239140825701,175
76,0.17007035037204293,0.171078646271175,0.7154239140825701,175
77,0.16320739740849008,0.16728427805936216,0.7154239140825701,175
78,0.15667957978187627,0.15889876508391781,0.7154239140825701,175
79,0.15603893646907072,0.1537348910443317,0.7154239140825701,175
80,0.15399820990475152,0.15326778801270755,0.7154239140825701,175
81,0.14892093467813378,0.14911930243119806,0.7154239140825701,175
82,0.14349436159968898,0.1417422444764768,0.7154239140825701,175
83,0.14040715372307205,0.14330119241304282,0.7154239140825701,175
84,0.13679207900840187,0.13886576174077067,0.7154239140825701,175
85,0.13429944791137824,0.13377787278987202,0.7154239140825701,175
86,0.12992625711928282,0.1330710284020876,0.7154239140825701,175
87,0.1268506635973928,0.12889687101069924,0.7154239140825701,175
88,0.12263414731887091,0.12363561743846901,0.7154239140825701,175
89,0.11911936879247642,0.12150142308896814,0.7154239140825701,175
90,0.11715941185653311,0.11950139171133649,0.7154239140825701,175
91,0.11492552684435271,0.11705587647858116,0.7154239140825701,175
92,0.11042627730179928,0.11236156894120833,0.7154239140825701,175
93,0.10764877646680572,0.10902902858670913,0.7154239140825701,175
94,0.1070270422225963,0.107930860823057,0.7154239140825701,175
95,0.10491956273153592,0.10500188016962546,0.7154239140825701,175
96,0.10101893618343709,0.10154025598665917,0.7154239140825701,175
97,0.09831462148130508,0.09929667791704087,0.7154239140825701,175
98,0.09676265349627536,0.09576773104587778,0.7154239140825701,175
99,0.09514358001714165,0.09506660793831781,0.7154239140825701,175
100,0.09351045250578413,0.09301317411886675,0.7154239140825701,175
101,0.09181981929528732,0.09098334653493419,0.7154239140825701,175
102,0.08785456005132095,0.08931860490332642,0.7154239140825701,175
103,0.08615637107773126,0.0875859390889822,0.7154239140825701,175
104,0.08366212816676545,0.08519801722667264,0.7154239140825701,175
105,0.08162745007477089,0.0830258771946114,0.7154239140825701,175
106,0.08030860993636091,0.08051998426925051,0.7154239140825701,175
107,0.07855849094190426,0.07888651661039402,0.7154239140825701,175
108,0.07684267749219685,0.07689673498463875,0.7154239140825701,175
109,0.07529636999536486,0.0756919588451295,0.7154239140825701,175
110,0.07388155543070718,0.0741054931311137,0.7154239140825701,175
111,0.07242045847151611,0.07262914615868704,0.7154239140825701,175
112,0.07034567748227441,0.07062737137255648,0.7154239140825701,175
113,0.06997550086099553,0.06910880814243815,0.7154239140825701,175
114,0.06902599207272564,0.06861094996587165,0.7154239140825701,175
115,0.06697297196544191,0.0677697732823442,0.7154239140825701,175
116,0.06548503236842428,0.06599596867093298,0.7154239140825701,175
117,0.06465094240651253,0.06456669502324447,0.7154239140825701,175
118,0.06263408834801665,0.06345740633647533,0.7154239140825701,175
119,0.06130532454066221,0.06259912020054582,0.7154239140825701,175
120,0.06055882928815881,0.06101855577312546,0.7154239140825701,175
121,0.05918990429269904,0.05900676487365193,0.7154239140825701,175
122,0.056974655882214516,0.05836965241357009,0.7154239140825701,175
123,0.056468490099803724,0.057126246225113024,0.7154239140825701,175
124,0.05536221374261289,0.05578766116935856,0.7154239140825701,175
125,0.054433173079053945,0.05480058267298635,0.7154239140825701,175
126,0.05386078243606228,0.053531358611538585,0.7154239140825701,175
127,0.052474779293466195,0.05272330125771328,0.7154239140825701,175
128,0.05151393692599576,0.05206207539134154,0.7154239140825701,175
129,0.05071393859560657,0.05124737649495788,0.7154239140825701,175
130,0.04968614124508678,0.05004932209039008,0.7154239140825701,175
131,0.04918523850349322,0.04914271720114204,0.7154239140825701,175
132,0.04771499515947983,0.04814185301294608,0.7154239140825701,175
133,0.04640552659050593,0.04751580273303381,0.7154239140825701,175
134,0.04586815947338833,0.046412803055335836,0.7154239140825701,175
135,0.04525598134058639,0.045393142470482095,0.7154239140825701,175
136,0.04427532492579828,0.04524452909175504,0.7154239140825701,175
137,0.04379353259157523,0.04380418752075866,0.7154239140825701,175
138,0.04326134133342832,0.04294617549025015,0.7154239140825701,175
139,0.042239455333546734,0.04250207590003653,0.7154239140825701,175
140,0.041463761090109956,0.04167856996236951,0.7154239140825701,175
141,0.04076499967403795,0.04068712131071482,0.7154239140825701,175
142,0.04000430334065318,0.03985215759352952,0.7154239140825701,175
143,0.039440166971650356,0.03904366446376692,0.7154239140825701,175
144,0.03855531899486362,0.038233893682271515,0.7154239140825701,175
145,0.038040353263156086,0.03790038730124984,0.7154239140825701,175
146,0.03689775608412556,0.03748962649738198,0.7154239140825701,175
147,0.036087209643750034,0.03717928543415178,0.7154239140825701,175
148,0.03544489428493321,0.036405799314290464,0.7154239140825701,175
149,0.03474545813869988,0.03515527521620596,0.7154239140825701,175
150,0.03437036997433193,0.03446347257702523,0.7154239140825701,175
151,0.03414360296526759,0.03408187340053713,0.7154239140825701,175
152,0.033547232110733884,0.03344240371987113,0.7154239140825701,175
153,0.033029435562964775,0.03301925140759026,0.7154239140825701,175
154,0.03247667922376239,0.032635464580357966,0.7154239140825701,175
155,0.032031034403301184,0.0320813008487929,0.7154239140825701,175
156,0.031148516629820697,0.03125369447386025,0.7154239140825701,175
157,0.030799208503532915,0.03090591020942942,0.7154239140825701,175
158,0.030148255303960217,0.030364317619651474,0.7154239140825701,175
159,0.029505188019126497,0.029685382389174744,0.7154239140825701,175
160,0.029005178072470408,0.029192064684350386,0.7154239140825701,175
161,0.02878249036224167,0.02873411875747292,0.7154239140825701,175
162,0.028181284363055815,0.0282023282061755,0.7154239140825701,175
163,0.027570705409137808,0.027790574798199727,0.7154239140825701,175
164,0.027035078289682067,0.027430968214312474,0.7154239140825701,175
165,0.026765104855889444,0.027101344477971315,0.7154239140825701,175
166,0.026302840128378316,0.026622317102779895,0.7154239140825701,175
167,0.025656510555869746,0.026034639235488724,0.7154239140825701,175
168,0.025372801954136142,0.025523694136587487,0.7154239140825701,175
169,0.025152321773136508,0.025061329262496927,0.7154239140825701,175
170,0.024623031432274654,0.024866930065432672,0.7154239140825701,175
171,0.02425604286460138,0.024226036533576502,0.7154239140825701,175
172,0.02379423730767497,0.023770979995623612,0.7154239140825701,175
173,0.023425681578014813,0.02330185047782076,0.7154239140825701,175
174,0.02298325361848669,0.022971992283628763,0.7154239140825701,175
175,0.02261269708436922,0.022799441107381007,0.7154239140825701,175
176,0.02223380070018264,0.022465320547079427,0.7154239140825701,175
177,0.02196385208139355,0.022141674325252193,0.7154239140825701,175
178,0.02147502350151628,0.021799435970711073,0.7154239140825701,175
179,0.02096804998637525,0.021559598881909496,0.7154239140825701,175
180,0.02102203504732577,0.021177305368760273,0.7154239140825701,175
181,0.02071714849496053,0.02077701366455187,0.7154239140825701,175
182,0.02027912967173815,0.020370887839216697,0.7154239140825701,175
183,0.020035964530963894,0.02000421110792464,0.7154239140825701,175
184,0.019690428334882517,0.019744043537386072,0.7154239140825701,175
185,0.019259980829405554,0.01948738940650863,0.7154239140825701,175
186,0.018919990506698226,0.019034148126345646,0.7154239140825701,175
187,0.01869856290811785,0.0189059951644729,0.7154239140825701,175
188,0.018534324674636702,0.018712204584023086,0.7154239140825701,175
189,0.018342374204851294,0.01826491056640632,0.7154239140825701,175
190,0.01783652772502296,0.018135559800872742,0.7154239140825701,175
191,0.017614969596843895,0.017850228813092176,0.7154239140825701,175
192,0.017424228122028766,0.017426147961624353,0.7154239140825701,175
193,0.01711955967129202,0.017202931501894246,0.7154239140825701,175
194,0.016794979908675817,0.01693183668124344,0.7154239140825701,175
195,0.016582286958166822,0.01665502684509901,0.7154239140825701,175
196,0.01631823975208161,0.016187452644173192,0.7154239140825701,175
197,0.016155218053119022,0.016062833106687407,0.7154239140825701,175
198,0.015952403168437688,0.015815500836381446,0.7154239140825701,175
199,0.015563476123423741,0.015634342316767743,0.7154239140825701,175
200,0.015157881319975914,0.015358584573376547,0.7154239140825701,175
