universe_id,E,I,lock_epoch,scale_arcmin,lon,lat,z_score,temp_uK,category,cold_flag
0,0.7430591012090894,0.5344343947380852,122,180,217.6171875,-32.79716829582364,-3.714510225429169,-121.55959269565072,lock_in,True
0,0.7430591012090894,0.5344343947380852,122,180,207.65060240963854,59.298952349144834,-3.3434712994422977,-109.4171453732518,lock_in,True
0,0.7430591012090894,0.5344343947380852,122,180,79.45312499999999,16.646039912392965,-3.3288389204636424,-108.93829294428593,lock_in,True
0,0.7430591012090894,0.5344343947380852,122,180,189.64285714285714,42.60980697763761,-3.1704034929165665,-103.75340883037443,lock_in,True
0,0.7430591012090894,0.5344343947380852,122,180,81.2109375,40.228184728061095,-3.130333121651465,-102.44208449700064,lock_in,True
23,0.766,0.43401289031781976,122,180,281.24999999999994,11.11088180000327,-3.1946794897729482,-115.85044060312174,lock_in,True
23,0.766,0.43401289031781976,122,180,265.42968749999994,-7.180755781458288,-3.141745894740223,-113.93088172268679,lock_in,True
23,0.766,0.43401289031781976,122,180,271.0546875,-2.388015463268772,-3.1239046483081285,-113.28389519162684,lock_in,True
23,0.766,0.43401289031781976,122,360,266.8359375,-5.379378991112077,-2.8360471948998605,-93.06301455369842,lock_in,True
23,0.766,0.43401289031781976,122,180,317.81249999999994,-32.44286613851179,-2.6977110270049836,-97.82861107477427,lock_in,True
24,0.7394710322767349,0.5353229168327396,122,180,27.0703125,1.1937484371410818,-3.7860772379130943,-132.3620224980533,lock_in,True
24,0.7394710322767349,0.5353229168327396,122,360,30.234375,2.0893716714986255,-3.7808544666276753,-117.98665270188083,lock_in,True
24,0.7394710322767349,0.5353229168327396,122,180,32.34375,0.2984168674869352,-3.7715031250824946,-131.85250832289188,lock_in,True
24,0.7394710322767349,0.5353229168327396,122,180,29.8828125,5.379378991112077,-3.5832475639604326,-125.27105269265498,lock_in,True
24,0.7394710322767349,0.5353229168327396,122,180,36.5625,2.0893716714986255,-3.4993709205065775,-122.33870687500966,lock_in,True
1,0.72,0.5921666844239937,155,180,96.6796875,35.68533471265204,-4.24434737404925,-136.49367713365785,lock_in,True
1,0.72,0.5921666844239937,155,180,254.1891891891892,76.44554826498828,-4.0070496107652955,-128.86242162639752,lock_in,True
1,0.72,0.5921666844239937,155,180,91.7578125,25.282603043311994,-3.780857489718582,-121.58831231517271,lock_in,True
1,0.72,0.5921666844239937,155,360,251.25,76.81353334098655,-3.4414879949859545,-96.82369621245846,lock_in,True
1,0.72,0.5921666844239937,155,360,92.10937499999999,26.276811557199977,-3.413171252307206,-96.02702389676901,lock_in,True
2,0.766,0.48584161463402753,122,180,297.0703125,5.379378991112077,-2.95601551614334,-112.850215108782,lock_in,True
2,0.766,0.48584161463402753,122,180,109.66019417475728,-51.64299443168207,-2.9427827275146443,-112.34503384822962,lock_in,True
2,0.766,0.48584161463402753,122,180,262.96875,25.613083216401805,-2.938780279247968,-112.19223447106201,lock_in,True
2,0.766,0.48584161463402753,122,180,268.7837837837838,76.44554826498828,-2.8623401136657813,-109.27401819109348,lock_in,True
2,0.766,0.48584161463402753,122,180,296.19402985074623,65.32234324182821,-2.8622283741456838,-109.26975236979153,lock_in,True
3,0.7570997844926296,0.45801384048921356,151,180,195.46875,21.06181760164931,-3.7937967310914225,-129.26667680294432,lock_in,True
3,0.7570997844926296,0.45801384048921356,151,360,196.171875,19.788049410669572,-3.5103562039217886,-106.30831960698107,lock_in,True
3,0.7570997844926296,0.45801384048921356,151,180,191.25,28.291548862929403,-3.3335213586595365,-113.58364340321754,lock_in,True
3,0.7570997844926296,0.45801384048921356,151,180,194.4140625,5.979156796301311,-3.3000124241412196,-112.44188833502129,lock_in,True
3,0.7570997844926296,0.45801384048921356,151,180,358.59374999999994,21.702769403954846,-3.274911300517199,-111.58661389770727,lock_in,True
4,0.72,0.6115320465453172,135,180,294.60937499999994,11.11088180000327,-3.5863153625093105,-114.34050946505455,lock_in,True
4,0.72,0.6115320465453172,135,180,75.58593749999999,-10.199918091116302,-3.2192057913194874,-102.63615568207909,lock_in,True
4,0.72,0.6115320465453172,135,360,75.9375,-11.11088180000327,-2.934818218944492,-82.41183279628255,lock_in,True
4,0.72,0.6115320465453172,135,180,60.46875,9.291553238770263,-2.9307387707516837,-93.4391193517443,lock_in,True
4,0.72,0.6115320465453172,135,180,65.0390625,9.594068226860458,-2.905707642094984,-92.6410655596962,lock_in,True
5,0.766,0.47282678160006497,122,180,334.3359375,6.579592944977634,-3.5169017341783153,-106.71486947680536,lock_in,True
5,0.766,0.47282678160006497,122,180,286.5234375,-30.69158768492234,-3.458135077729503,-104.93168738756445,lock_in,True
5,0.766,0.47282678160006497,122,360,333.6328125,7.180755781458288,-3.1311504892877875,-81.74614575618217,lock_in,True
5,0.766,0.47282678160006497,122,180,343.47656249999994,-12.635625093021119,-3.1170156272790077,-94.5809522753014,lock_in,True
5,0.766,0.47282678160006497,122,360,285.8203125,-31.388166464348544,-2.987725065818417,-78.00168408280656,lock_in,True
6,0.7311755045491801,0.5395907723745902,141,180,70.6640625,31.38816646434855,-3.2500148931037733,-114.90415722910872,lock_in,True
6,0.7311755045491801,0.5395907723745902,141,180,357.5390625,-41.01449966573051,-3.20387489287128,-113.27287882578881,lock_in,True
6,0.7311755045491801,0.5395907723745902,141,180,80.04098360655738,44.20152985105137,-3.162076299446827,-111.79509073738649,lock_in,True
6,0.7311755045491801,0.5395907723745902,141,180,341.3671875,-37.168899655999454,-3.1472196087019952,-111.2698328562697,lock_in,True
6,0.7311755045491801,0.5395907723745902,141,360,69.9609375,32.79716829582364,-3.1047292260176618,-97.9388626558973,lock_in,True
7,0.766,0.48678580804767424,172,180,272.08333333333337,-49.702390326630706,-3.337958112488769,-109.29397796534991,lock_in,True
7,0.766,0.48678580804767424,172,180,275.84999999999997,-52.801853781730614,-3.3142289411056716,-108.51701917194777,lock_in,True
7,0.766,0.48678580804767424,172,360,273.85714285714283,-50.86815892553736,-3.1797784145038763,-92.00612188261614,lock_in,True
7,0.766,0.48678580804767424,172,180,292.2151898734177,-60.8122696032311,-3.030852881664914,-99.23850212356162,lock_in,True
7,0.766,0.48678580804767424,172,180,282.9098360655738,-44.20152985105139,-2.99922332489368,-98.20286283097647,lock_in,True
8,0.766,0.48506260103320076,132,180,257.0869565217392,46.96497733995481,-3.361077148956115,-104.08761493018848,lock_in,True
