X,stable,iteration,iteration_name
24.546786328725673,1.0,1,exploration
22.965547869076502,1.0,1,exploration
24.855667262156103,1.0,1,exploration
16.58714631072857,1.0,1,exploration
22.353264132603016,1.0,1,exploration
24.309545163758926,1.0,1,exploration
22.375323057892253,1.0,1,exploration
23.183730680937174,1.0,1,exploration
22.990557677962258,1.0,1,exploration
21.65576010957772,1.0,1,exploration
21.205134453794486,1.0,1,exploration
22.667044378274632,1.0,1,exploration
22.384762835776016,1.0,1,exploration
18.156436079604337,1.0,1,exploration
21.855928849012543,1.0,1,exploration
19.061370151918084,1.0,1,exploration
20.191959930549675,1.0,1,exploration
21.77763742861616,1.0,1,exploration
21.020040277333276,1.0,1,exploration
21.197184938852836,1.0,1,exploration
20.246492405467595,1.0,1,exploration
24.600989331404524,1.0,1,exploration
20.281249398859554,1.0,2,exploitation
20.19724171326071,1.0,2,exploitation
18.931337997040696,1.0,2,exploitation
19.344212958872877,1.0,2,exploitation
18.61490114593427,1.0,2,exploitation
19.606662341166217,1.0,2,exploitation
20.2201480164045,1.0,2,exploitation
17.931321377864997,1.0,2,exploitation
15.844178488549119,1.0,2,exploitation
18.08332946329296,1.0,2,exploitation
18.684109384951892,1.0,2,exploitation
19.457836148424622,1.0,2,exploitation
18.73755591467827,1.0,2,exploitation
16.874924619753248,1.0,2,exploitation
24.264968291996535,1.0,2,exploitation
24.294217154042137,1.0,2,exploitation
21.251140342375805,1.0,2,exploitation
18.59875941284946,1.0,2,exploitation
21.266966521040498,1.0,2,exploitation
18.490868833128566,1.0,2,exploitation
22.78903526322123,1.0,2,exploitation
19.27594949635032,1.0,2,exploitation
19.48335067344273,1.0,2,exploitation
19.548361936053617,1.0,2,exploitation
22.49574086677662,1.0,2,exploitation
23.310542296599642,1.0,2,exploitation
21.48419668039508,1.0,2,exploitation
19.084636220322714,1.0,2,exploitation
18.57502675830369,1.0,2,exploitation
18.868895928183477,1.0,2,exploitation
20.330239593738497,1.0,3,refinement
19.696626155025985,1.0,3,refinement
18.40248406490565,1.0,3,refinement
18.91658169352346,1.0,3,refinement
18.121995892105684,1.0,3,refinement
18.69102725462418,1.0,3,refinement
17.132725150079654,1.0,3,refinement
18.845480147737796,1.0,3,refinement
19.333233404127505,1.0,3,refinement
17.983924819149244,1.0,3,refinement
18.046629071134102,1.0,3,refinement
19.407203215025895,1.0,3,refinement
19.764915912454978,1.0,3,refinement
19.12014321404365,1.0,3,refinement
20.481759930200475,1.0,3,refinement
21.564936562550265,1.0,3,refinement
19.295207415584134,1.0,3,refinement
20.898899824987566,1.0,3,refinement
19.860781333297275,1.0,3,refinement
17.629470303614735,1.0,3,refinement
16.680457736742177,1.0,3,refinement
20.21717469414915,1.0,3,refinement
16.435462447962372,1.0,3,refinement
