universe_id,seed,E,I,X,stable,lockin,stable_epoch,lock_epoch,E_times_I,E_plus_I,abs_E_minus_I,logX,_gap
40,2107537244,0.72,0.32824855525079843,20.30847399451437,1,1,63,122,0.23633895978057487,1.0482485552507983,0.39175144474920154,3.0110382370981412,0.39175144474920154
134,3795239697,0.766,0.17095391964652787,18.3971705536375,1,1,48,123,0.13095070244924034,0.9369539196465279,0.5950460803534722,2.9121968785316894,0.5950460803534722
97,3379791913,0.7469363210758985,0.17877752701753935,18.156721907833678,1,1,102,124,0.1335354283215279,0.9257138480934378,0.5681587940583591,2.89904084519584,0.5681587940583591
