universe_id,seed,E,I,X,stable,lockin,stable_epoch,lock_epoch,E_times_I,E_plus_I,abs_E_minus_I,logX,_gap
135,1918726679,0.766,0.4525189372976689,23.46534087135804,1,0,4,-1,0.3466295059700144,1.2185189372976688,0.3134810627023311,3.1555244759407417,0.3134810627023311
40,2339744458,0.7356562033952624,0.4557916726027832,22.917374174755345,1,0,9,-1,0.33530597140613994,1.1914478759980456,0.2798645307924792,3.131895320482284,0.2798645307924792
48,159476484,0.7293165046430841,0.5667740442681891,24.788262889689086,1,0,14,-1,0.4133576648881003,1.2960905489112733,0.16254246037489495,3.2103702705660564,0.16254246037489495
