time,exp_A,var_A
0.0,-0.17284691503760646,0.9701239439619824
0.02,-0.1670606280925636,0.9720907465413186
0.04,-0.24993614869489678,0.9375319215755624
0.06,-0.2322385361785797,0.9460652623136305
0.08,-0.2390266233561319,0.9428662733269655
0.1,-0.2863431611476565,0.9180075940639675
0.12,-0.2643387270432774,0.9301250373851397
0.14,-0.3131339767441108,0.9019471126084186
0.16,-0.29956318258304543,0.9102618996407172
0.18,-0.2803756762892845,0.9213894801453262
0.2,-0.26277476332651173,0.9309494237586956
0.22,-0.22548049566749676,0.94915854607354
0.24,-0.21386937408885864,0.9542598908268398
0.26,-0.21748909292275836,0.9526984944596357
0.28,-0.1978653419890393,0.9608493064395608
0.3,-0.191491774012054,0.9633309004857165
0.32,-0.16878535110578147,0.971511505252098
0.34,-0.13817034302920825,0.9809089563071909
0.36,-0.13762123679132937,0.9810603951840253
0.38,-0.13079728380119898,0.9828920705502286
0.4,-0.12032105698108894,0.9855228432469534
0.42,-0.07518596587046256,0.9943470705361256
0.44,-0.07371552979915935,0.9945660206664295
0.46,-0.07074453147481363,0.9949952112664091
0.48,-0.06551879769306601,0.995707287148855
0.5,-0.06088430898078956,0.9962931009199317
0.52,-0.0296224807389181,0.9991225086348724
0.54,-0.02845506709218759,0.9991903091567791
0.56,-0.021747433623469314,0.9995270491307928
0.58,-0.024562447299532275,0.9993966861826579
0.6,-0.018160206027538983,0.9996702069170373
0.62,-0.01923381401527774,0.9996300603984257
0.64,-0.016099389327533575,0.9997408096632805
0.66,-0.010584028927524858,0.9998879783316615
0.68,-0.0026280777167425606,0.9999930932075147
0.7000000000000001,-0.0025430179348595594,0.999993533059783
0.72,-0.002419515266805339,0.9999941459458739
0.74,-0.003861334598959598,0.9999850900951147
0.76,-0.00371141350440779,0.9999862254097993
0.78,-0.0073416268223306935,0.9999461005156016
0.8,-0.006853280677333595,0.9999530325439575
0.8200000000000001,-0.00648360230688233,0.9999579629011264
0.84,0.002054254885844653,0.9999957800368637
0.86,0.0025024707106853783,0.9999937376403422
0.88,0.0032854858879780013,0.99998920558248
0.9,0.005442824876005836,0.9999703756573689
0.92,0.006351245489377544,0.9999596616807337
0.9400000000000001,0.00353663590372566,0.9999874922064845
0.96,0.007455508834712576,0.9999444153880155
0.98,0.006051798605705594,0.9999633757336363
1.0,0.005796897575516935,0.999966395978499
1.02,0.004428810774275094,0.9999803856351257
1.04,0.0031666240227096187,0.9999899724922988
1.06,0.0029372430921741355,0.9999913726030177
1.08,0.002643092544755088,0.9999930140617999
1.1,0.002482728051869887,0.9999938360614204
1.12,0.0024165711555829694,0.99999416018385
1.1400000000000001,0.002610953619916867,0.9999931829211949
1.16,-0.0012205455225586803,0.9999985102686274
1.18,-0.0013559438524066159,0.9999981614162693
1.2,-0.0001697446353279286,0.9999999711867588
1.22,-0.0015896863327706234,0.9999974728973636
1.24,-0.003961621607314891,0.9999843055542404
1.26,-0.003669976718855661,0.9999865312708831
1.28,-0.0031679017717505253,0.9999899643983645
1.3,-0.002976054801344774,0.9999911430978193
1.32,-0.0028406243927564523,0.9999919308530593
1.34,-0.0018715170540650194,0.9999964974239166
1.36,-0.0017516278245833239,0.9999969317999642
1.3800000000000001,-0.0016568650050718947,0.999997254798355
1.4000000000000001,-0.0015393791095626996,0.9999976303119574
1.42,-0.00043039707913000713,0.9999998147583545
1.44,-0.00038525631266578264,0.9999998515775738
1.46,-0.00062051610563163,0.9999996149597626
1.48,0.0009313702145876124,0.9999991325495233
1.5,0.00092628931571892,0.9999991419881038
1.52,0.001433681156222777,0.9999979445583426
1.54,0.0013253999138606032,0.9999982433150684
1.56,0.0012319297077820757,0.9999984823491953
1.58,0.0011784565776301048,0.9999986112400945
1.6,0.0006375427696880265,0.9999995935392169
1.62,0.0005397601533957408,0.9999997086589768
1.6400000000000001,0.0006279916894171289,0.9999996056264382
1.6600000000000001,0.0001319611793127451,0.999999982586247
1.68,0.00029661614776479994,0.9999999120188608
1.7,0.00028701283907653363,0.9999999176236302
1.72,0.00026451190650012,0.9999999300334513
1.74,2.564191528328652e-05,0.9999999993424922
1.76,-0.00033379828468438344,0.9999998885787051
1.78,-0.0003104473690187515,0.9999999036224311
1.8,-0.0007901942663885719,0.9999993755930212
1.82,-0.0003761516029640588,0.9999998585099716
1.84,-0.0003671899020830649,0.9999998651715758
1.86,-0.0003510911105187864,0.9999998767350317
1.8800000000000001,-0.0007170865639857804,0.9999994857868597
1.9000000000000001,-0.0004447453374375465,0.9999998022015848
1.92,-0.0004204629660232717,0.999999823210894
1.94,-0.0005434979071112234,0.9999997046100252
1.96,-0.0005507117864343436,0.9999996967165281
1.98,-0.0005746878689887325,0.9999996697338531
2.0,-0.0007420686493057604,0.99999944933412
2.02,-0.0005723735680469577,0.9999996723884989
2.04,-0.0003687259164513179,0.9999998640411986
2.06,-0.00035221732751505863,0.9999998759429543
2.08,-0.0002195129059042178,0.9999999518140844
2.1,-0.00028361051733438725,0.9999999195650745
2.12,-0.00027106190014752896,0.9999999265254462
2.14,-0.00025710558490465996,0.9999999338967183
2.16,-0.0003973759613968286,0.9999998420923455
2.18,-0.0004951219965322884,0.9999997548542088
2.2,-0.00038254575608920316,0.999999853658745
2.22,-0.00042386633334412505,0.9999998203373315
2.24,-0.00042738114632731583,0.9999998173453556
2.2600000000000002,-0.0004018689675281406,0.9999998385013331
2.2800000000000002,-0.0003782940112791733,0.999999856893641
2.3000000000000003,-0.00016697790273106916,0.99999997211838
2.32,-0.00016098152163124269,0.9999999740849497
