q_lo,q_hi,gap_lo,gap_hi,n,k,p,ci_lo,ci_hi
0.0,0.1,0.6055513038539274,4.343013806770115,1000,22,0.022,0.014572598673771597,0.03308591637481774
0.1,0.2,4.343013806770115,6.207876191333189,1000,40,0.04,0.02951080927390945,0.05400993742556984
0.2,0.30000000000000004,6.207876191333189,8.02153306104156,1000,134,0.134,0.11428073897264132,0.1565205507925966
0.30000000000000004,0.4,8.02153306104156,9.938399998965231,1000,161,0.161,0.13952416184016234,0.1850704754014105
0.4,0.5,9.938399998965231,12.178553946054143,1000,161,0.161,0.13952416184016234,0.1850704754014105
0.5,0.6000000000000001,12.178553946054143,14.858822162992773,1000,180,0.18,0.1574265005851786,0.20502271451011134
0.6000000000000001,0.7000000000000001,14.858822162992773,18.38074069656326,1000,212,0.212,0.18779362850750644,0.2384106650782545
0.7000000000000001,0.8,18.38074069656326,23.84927007503749,1000,299,0.299,0.27143714358426096,0.3281012696474681
0.8,0.9,23.84927007503749,33.86160854490555,1000,411,0.411,0.3809016750191719,0.44177951292920564
0.9,1.0,33.86160854490555,286.1936167522137,1000,599,0.599,0.5683001748076085,0.6289420992722862
