total_universes,stability_efficiency,lockin_efficiency,combined_efficiency,E_parameter_utilization,I_parameter_utilization,average_stability_time,average_lockin_time
175,1.0,1.0,1.0,0.060052219321148875,,20.251428571428573,141.18857142857144
