feature,importance_classification,importance_regression
X,0.0,0.2553150080440229
abs_E_minus_I,0.0,0.24757422745274327
logX,0.0,0.19587966489182151
E,0.0,0.18409259754249557
E_plus_I,0.0,0.11713850206891681
I,0.0,0.0
E_times_I,0.0,0.0
